Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Total
American Solar Partners,NY,594,1670,1,RyanW,,72,,,,,,,,,,,,,,,72
Voltaic Solaire,CT,599,5887,1,RyanW,,22.83,,,,,,,,,,,,,,,22.83
Cod - Gulf Electrical Services,FL,598,8018,1,RyanW,,541.2,489.8,,,,,,,,,,,,,,1031
"Zenernet, Llc",CO,604,1875,1,Genki,,116.45,,,,,,,,,,,,,,,116.45
Ventara Dba Probid Energy,CO,603,1875,1,Genki,,12.45,,119,,,34.05,,,,,9.02,,,,,174.52
Sustainable Lighting Solutions,SC,602,1132,1,RyanW,,4292.4,4813.8,3518,1783,1080,399.6,,,,,,,,,,15886.8
Baseline Solar Solutions,VA,601,6408,1,RyanW,,1276,,,,,,,,,,,,,,,1276
Atlantic Key Construction,FL,600,5888,1,RyanW,,356.6,,,,,,,,,,,,,,,356.6
Sound Energy,CO,607,6026,1,Genki,,114.55,,91.45,,134.5,,137.25,,4.51,,45.1,,43,173.68,,744.04
Cod-Desert View Remodelers,AZ,606,8756,1,Genki,,21.5,,172,,172,10.8,,,,,,,,,,376.3
Bright Planet Solar,MA,2529,0,4,RyanW,,395,,,836,,965,,1309,664,,664,,332,532.8,,5697.8
Adt Solar,IN,605,1045,1,Guy,,238,,,,,,,,,,,,,,,238
Moody Mountain Solar,ME,611,4422,1,RyanW,,399.71,,,,,423.2,100.2,,93.66,991,280.8,,,90.2,,2378.77
Kw Solar Solutions,NJ,610,5887,1,RyanW,,7422.2,1586.88,4.15,332.32,,8.3,816,,1020.96,720.65,87,664.64,937.96,,,13601.06
Cod Sales,IA,609,987,1,Guy,,329,725.84,194.8,,,2243.77,,,,,,,,,,3493.41
816 Solar Pros,KS,608,3584,1,Guy,,86,1876,1938.78,4427.48,1264,306,530.5,80,80,120,200,,,,,10908.76
603 Solar Llc,NH,612,224,1,RyanW,,2264,5664.81,3950.5,7411.4,17333.82,12741.44,14386.18,,,,,,,,,63752.15
T J Technology / Cod,NJ,616,5887,1,RyanW,,31.06,,,,13.24,,,,,,,,,,,44.3
Sunpower Corporation,AZ,615,8756,1,Genki,,1245,,375,415,,,,,,,,,,,,2035
Off The Grid Solar,FL,614,5888,1,RyanW,,129,,,,,,,,,,,,,,,129
Go Green Energy Specialists,NJ,613,5887,1,RyanW,,2458.89,,,,,,,,,,,,,,,2458.89
Superior Solar/Cod,NJ,627,5887,1,RyanW,,37.36,,101.98,81.65,4.15,,,,,,,,,,,225.14
Sunpro Dba Marc Jones Construc,OK,625,3584,1,Guy,,415,,,,,,,,,,,,,,,415
Sunpro Dba Marc Jones Construc,OH,626,3584,1,Guy,,16810,,,,,,,,,,,,,,,16810
Plug Pv Llc,IN,624,1045,1,Guy,,83,,,,,,,664,,,,,,,,747
Equisolar,FL,622,5621,1,RyanW,,112,1536.63,6432.09,3413.11,1022.6,1929.73,,,,,,,,,,14446.16
Equisolar,CA,623,6552,1,Genki,,271.5,233.36,88.94,309.14,359.08,172.84,532.64,,,,,,,,,1967.5
Encor,TX,621,3273,1,Genki,,1900.7,3128.2,8906.85,,,,,,,,,,,,,13935.75
Doug Morgan / Cod,NJ,620,5887,1,RyanW,,2.01,,,,,,,,,,,,,,,2.01
Cod-Empire Refrigeration Solar,TX,619,1987,1,Genki,,384.28,389.1,,,,,,,,,,,,,,773.38
Adt Solar,VA,618,6408,1,RyanW,,901,,,,,,,,,,,,,,,901
Adt Solar,NC,617,6058,1,RyanW,,3343,215,,,,,,,,,,,,,,3558
Nexus Energy Systems,VA,630,6408,1,RyanW,,664,3230,2176,,,,,,,,,,,,,6070
New Prairie Construction,IL,629,6640,1,Guy,,2303.88,2672.7,4006.3,2008.5,4441.06,673.8,,,,,,,,,,16106.24
Baywa R.e. Ozone Park Ny Branc,NY,2265,0,2,RyanW,,273.4,,,,,,,,,,,,,,,273.4
Adt Solar,GA,628,1132,1,RyanW,,838,616,,,,,,,,,,,,,,1454
Nerd Power,CA,636,6435,1,Genki,,49.8,,,,,,,,,,,,,,,49.8
"Kapital Electric, Inc",IL,635,4950,1,Guy,,901,1439,411,285,1435,1574,43,,,,1082.4,43,,,,7213.4
Iowa Solar Llc,IA,2266,0,2,Guy,,120,,,,,,,,,,,,,,,120
Green Brilliance,VA,633,9106,1,RyanW,,1083.62,1186.6,771.6,581,332,290.5,,,,,225.5,,,,,4470.82
Cod-Vale Sollar,FL,632,5621,1,RyanW,,119,,,,,,,,,,,,,,,119
Ax Co Solar & Roofing,CO,631,6026,1,Genki,,22.7,,,,,,100.4,,166.49,25.8,,,,,,315.39
Modern Era Solar Llc,TX,638,236,1,Genki,,3608,430,,,430,,,,,,,,,,,4468
Encor Solar Llc,FL,637,6435,1,RyanW,,1955,,,,,,,,,,,,,,,1955
Trismart Solar Llc,AZ,645,236,1,Genki,,2450,,,,,,,,,,,,,,,2450
Sunpro Dba Marc Jones Construc,AR,643,3584,1,Guy,,151,,,,,,,,,,,,,,,151
Solar Impulse,MA,642,224,1,RyanW,,266.4,,,,,,532.4,41.5,86,,,,294.48,,,1220.78
Powur Pbc,CA,641,6435,1,Genki,,1161,2274.7,3949.55,4540.8,13605.2,14018,8084,4489.2,3805.07,1264.2,688,1895.87,1943.6,1677,43,63439.19
"Palmetto  Clean Technology, In",PA,640,5887,1,RyanW,,18.61,31.06,50.53,22.76,9.52,,,,,,,,,,,132.48
Cod-Sunvena Solar Llc,FL,639,8618,1,RyanW,,822.56,,368,,,,,,,,,,,,,1190.56
Smart Energy Solutions Llc,TX,652,4391,1,Genki,,332.24,829.84,216.48,1141.9,608.85,,,,,,,,,,,3129.31
Pioneer Solar,CA,651,6552,1,Genki,,232,867.91,232,890,581,,1291,,,,,,,,,4093.91
Perihelion Solar,AR,650,4187,1,Guy,,902,,,,,,83,,,,,,,,,985
"Palmetto Clean Technology, Inc",GA,649,6058,1,RyanW,,124.6,,,,,,,,,,,,,,,124.6
"Cod-Pandora Energy Solutions, ",TX,648,1987,1,Genki,,1749.88,1774.84,,,,,,,,,,,,,,3524.72
Cod Sales,IL,647,4950,1,Guy,,494,418,547,1045,375,1042,,,180.4,,90.2,,90.2,,315.7,4597.5
Burke Electric,CA,646,6435,1,Genki,,34.4,,,,,,,,,,,,,,,34.4
Solar Me,NJ,659,5887,1,RyanW,,36.07,154.29,243.83,41.5,24.9,73,628.08,,48.54,,,,,22.55,27.06,1299.82
Renewable Energy Solutions Llc,RI,658,224,1,RyanW,,498.4,,,,,,,,,,,,,,,498.4
Kaw Valley,MO,657,3584,1,Guy,,153.2,,,,,,,,,,,,,,,153.2
Ji Electric,CA,656,6435,1,Genki,,249.4,68.8,,,,,,,,,90.2,,,,,408.4
Elevated Independent Energy,CO,655,1875,1,Genki,,383.05,,268.6,,297.2,,,,13.53,,,,,,,962.38
Deca,TX,654,237,1,Genki,,1003.03,,,,,,,,,,,,,,,1003.03
Cod Sales - Auburn,RI,653,224,1,RyanW,,714.6,166,83,,,,,,,123.2,,,,,,1086.8
Psalm 112 Llc Dba Tucson Solar,AZ,664,8756,1,Genki,,90.2,,,,,,,,,,,,,,,90.2
Powerfactor,MD,663,9106,1,RyanW,,41.5,,,223.4,,,,360.8,,,,,,,,625.7
Novasource In Care Of Sst Cons,CO,662,1875,1,Genki,,24.27,,,,,,,,,,,,,,,24.27
Fobare & Co.,NY,661,120,1,RyanW,,429.2,,,,,,,,,,,,,,,429.2
Apex Solar Power Llc,MA,660,224,1,RyanW,,485.6,,,,83,,,,,,,,,,,568.6
Tephra Solar,CO,668,1127,1,Genki,,12.45,4.15,,91.3,20.75,20.75,12.45,12.45,,8.3,4.15,4.51,13.53,,,204.79
Solar Sam Dba Show Me Star Ene,MO,667,3584,1,Guy,,3356.5,1160.31,212,,,,,,,,,,,,,4728.81
Manahawki 14,NJ,2625,0,5,RyanW,,652.56,,,,,,,,,,196.32,,,,,848.88
Lifetime Solar,IA,666,3584,1,Guy,,144,,,,,,,,,,,,,,,144
Azimuth Renewable Energy,CT,665,5887,1,RyanW,,91.45,,,,,,,,,,,,,,,91.45
Sustainable Energy Group,CA,676,6552,1,Genki,,454.79,,1744.4,,,,,,,,90.2,,,,,2289.39
Solar Energy World,NJ,675,5887,1,RyanW,,57.97,197306.44,179092.11,215262.98,254815.54,69240.68,50214.28,1591.92,,,,,,,,967581.92
Michigan Solar And Roofing,IA,674,987,1,Guy,,6012.25,,,,,,,,,,,,,,,6012.25
Harness Power (Formerly Larsun,CA,673,6435,1,Genki,,318.9,1333.95,278.5,373.88,,,,,,,,,,,,2305.23
Grne Solar,IN,672,1045,1,Guy,,487,,3458,,,,,,,,,,,,,3945
Gansett Solar Llc,RI,671,224,1,RyanW,,373.8,313.6,3881.1,,,,,,,,,,,,,4568.5
Cod-Home Improvement,FL,670,5621,1,RyanW,,129,,,,,,,,,,,,,,,129
Adt Solar,OH,669,1045,1,Guy,,1720,,,,,,,,,,,,,,,1720
Vision Solar,TX,682,236,1,Genki,,2490,2356,6993.4,,,418,,,,,,,,,,12257.4
Sunsmart Technologies,MO,681,3584,1,Guy,,6625.42,4440.11,4459.98,533.2,,43,,,,,,,,,,16101.71
Sige Solar,IN,680,1045,1,Guy,,215.8,,,,,,,,,,,,,,,215.8
Lifetime Solar,MO,679,3584,1,Guy,,86,,469.8,,,,,,,,,,,,,555.8
Celestar Solar,IL,678,1045,1,Guy,,41.5,,742,,415,,,,172,,,,,,,1370.5
Barrett Solar,MO,677,3584,1,Guy,,86,,,,,385.92,554.4,,,,,,,,,1026.32
Volt Solar Solutions,FL,690,8618,1,RyanW,,36,1327.2,,60.2,,,,,,,,,,,,1423.4
Sunbadger Solar Llc,WI,689,1045,1,Guy,,4268,1703,,,,,,,,,,,,,,5971
Sunbadger Solar Llc,MN,688,1045,1,Guy,,2235,,,,,,,,,,,,,,,2235
Solar Specialist Inc,FL,687,5621,1,RyanW,,709,4546.4,2547,2083,1060,730.6,703.25,541.2,541.2,715.3,360.8,270.6,270.6,,,15078.95
Sige Solar,IL,686,1045,1,Guy,,158,,,,,,,,,,,,,,,158
Cod-The Solar Exchange,AZ,685,8756,1,Genki,,721.6,360.8,1053.6,1414.4,332,996,,,,,,,,,,4878.4
Cod Sales - Auburn,MA,684,224,1,RyanW,,3503.6,1205.1,1109,1376,1901,3881,7895.4,1561.4,839.4,631.6,554.4,246.4,1581,716.28,1351.8,28353.38
Ced Austin Gt,TX,683,1045,1,Genki,,1800,720,,,,,,,,,,,,,,2520
Zenith/Deca,TX,696,236,1,Genki,,344,4580,249,207.5,,,,,,,,,,,,5380.5
Velocity Energy & Home Solutio,NJ,695,5887,1,RyanW,,1672.55,3163.54,27968.87,34094.99,5942.76,4.3,,,,,,,,,,72847.01
Sunwind Llc,MA,2464,0,4,RyanW,,166,,,285,,955,494,,,,378,86,,270.6,,2634.6
"Reanimate Roofing, Solar & Wat",NJ,2267,0,2,RyanW,,2691.92,,,,,,,,,,,,,,,2691.92
Ionix Solar,CO,693,1875,1,Genki,,134.45,,,,,,,,,,,,,,,134.45
"Fluent Solar, Llc",NC,692,6058,1,RyanW,,9309.57,1071.56,,,,,,,,,,,,,,10381.13
**Cod** Grity Power,CO,691,6026,1,Genki,,37.15,,,,,,,,,,,,,,,37.15
Williamson Roofing/Renergy,TX,699,239,1,Genki,,398.1,,,,,,,,,,,,,,,398.1
4pro,FL,698,5621,1,RyanW,,432.8,442.6,436.8,278.58,623,712.27,,,,,,,,,,2926.05
**Cod** Glaser Solar Inc.,CO,697,1875,1,Genki,,95.65,,,,,,,,,,,,,,,95.65
Solar Grids Quad Cities,IA,704,987,1,Guy,,577,,,,,,,,,,,,,,,577
Phillipsb 24,NJ,2622,0,5,RyanW,,129,4955.04,922,630,,,,,,1277.15,,,,,,7913.19
"Palmetto Clean Technology, Inc",NC,703,6058,1,RyanW,,58.26,1147.2,,,,,,,,,,,,,,1205.46
Lumio Hx Inc.,TX,702,3273,1,Genki,,1629.5,7388,2785,8546,2324,,,,,1141.03,,,,,,23813.53
Home Pros Of America Llc,FL,701,8018,1,RyanW,,756.2,,,,,,,,,,,,,,,756.2
Cod-Trinity Electrical Contrac,TX,700,1987,1,Genki,,99.22,,,,,,,43,,,,,,,,142.22
Renewable Energy Services Of N,RI,705,224,1,RyanW,,3079.8,,446.8,,,,,,,,,,,,,3526.6
Solar Tech Elec,FL,709,8618,1,RyanW,,37.38,,,,,,,,,,,,,,,37.38
Sbs Solar Inc.,MT,708,821,1,Genki,,16926,,,,,12131,,,,,,,,,,29057
Energy Monster,MA,2512,0,4,RyanW,,288,,,245,245,,209,573,,,,,,,,1560
Daylight Electrical,TX,707,1987,1,Genki,,618.18,,,609.16,,,,,,,,,,,,1227.34
Cod Sales Stroudsburg,PA,706,8460,1,RyanW,,124.5,,,,,,,,,,,,,90.2,,214.7
Valley Solar Llc,MA,714,224,1,RyanW,,1605.75,1024.14,2888.95,5793,3917,593.75,3171.2,1265.8,1014,88.6,123.2,123.2,246.4,798.05,123.2,22776.24
Missouri Solar Solutions,MO,713,3584,1,Guy,,266.4,,,,,,,,,,515.6,,,,,782
G1:3solar,OK,712,5364,1,Guy,,315.4,356.9,1807.1,1698.96,360.8,429.4,249,,,36.08,63.14,54.12,,,,5370.9
Consolidated Electrical Dist. ,CA,711,7605,1,Genki,,18,,,,,,,,,,,,,,,18
Alternative Electrical Contrac,TX,710,1987,1,Genki,,83,,,,,,,,,,,,,,,83
Energy Consultants Group,IA,719,987,1,Guy,,45.1,,,,,,,,,,,,,,,45.1
Cod - Solar Consolidated,FL,718,8018,1,RyanW,,133.2,,,,,,,,,,,,,,,133.2
Buffalo Solar Solutions Inc,NY,717,6462,1,RyanW,,133.2,75.62,,,267.89,,,,,,,,,,,476.71
American Solar Repair,NY,716,9106,1,RyanW,,1154,,,,,1363,1731.64,1648.61,,,,,,,,5897.25
Adt Solar,IL,715,1045,1,Guy,,1818,2585,4750,,,,,,,,,,,,,9153
Whitman Construction,NJ,2268,0,2,RyanW,,4875.2,,,,,,,,,,,,,,,4875.2
Obsidian Solar,TX,720,3273,1,Genki,,4112.65,9550.4,8350.35,4836.58,11579.86,3109.9,4229.22,,,,,,,,,45768.96
Sunlectric,CA,725,8797,1,Genki,,249,,,,,,,,,,,,,,,249
Iq Power Llc,FL,724,5621,1,RyanW,,129,,442.6,,699,,,497.82,133.2,,,,,,,1901.62
Infinity Energy,ID,723,5040,1,Genki,,,,,,,,,,,,,,,,,0
Daybreak Install,FL,722,239,1,RyanW,,430,,,,,,,,,,,,,,,430
Samba Energy,NY,728,8460,1,RyanW,,371,,,,,,,,,,,,,402.54,,773.54
Florida Eco Electric Llc,FL,727,5888,1,RyanW,,5.76,14.4,,,,,,,,,,,,,,20.16
**Cod** Thor Electric Llc,CO,726,1875,1,Genki,,88.4,,,,,,,,,,,,,,,88.4
Titan Solar,FL,734,4560,1,RyanW,,860,,,,,,,,,,,,,,,860
Solcius Llc,UT,733,181,1,Genki,,996,,777.6,,,1555.2,,,,,,,,,,3328.8
Rising Sun,TX,732,3273,1,Genki,,207.5,,,,,,,,,,,,,,,207.5
Green Solar Technologies,AR,731,236,1,Guy,,213.96,,,,,,,,,,,,,,,213.96
"Fresh Coast Solar, Llc",IL,730,1045,1,Guy,,537,544,623,,623,123.2,3291,1324,135.3,2701.8,90.2,,223.4,,1074,11289.9
Excel Home Solar,FL,729,8018,1,RyanW,,86,2716,290.6,,129,,,,,,,,,,,3221.6
Savant,MA,739,224,1,RyanW,,438.2,,,,,,,,,,,,,,,438.2
Power Guru,VT,738,120,1,RyanW,,453.76,,147.36,,,,,,,,,,,,,601.12
Paradise Energy Solutions,NY,737,6462,1,RyanW,,249.2,,,,,,,118,,533,,,,,,900.2
Homeowner/ 1 Time Sale,MO,736,3584,1,Guy,,1611.64,,,,,,,,,,,,,,,1611.64
Future Energy Solar,MA,735,224,1,RyanW,,489.8,783.26,2612.4,,,,,,,,,,,,,3885.46
"Sed Inc, Dba Greenspark Solar",NY,744,6462,1,RyanW,,672.84,,,489.8,498.4,751.44,,,,,,,,,,2412.48
Kruestzfeldt Construction,CA,743,7953,1,Genki,,218.05,,,83,415,,,10.8,,74.76,,,,,,801.61
Excel Home Solar,MO,742,6640,1,Guy,,344,43,,,,,,,,,,,,,,387
Cod - Solar Tech Elec,FL,741,8018,1,RyanW,,133.2,,,,,,,,,,,,,,,133.2
American Power-Cod,TX,740,236,1,Genki,,129,344,344,172,86,,,,,,,,,,,1075
Texas Best Solar Llc,TX,2269,0,2,Genki,,169.2,,327.6,,,,,,,,,,,,,496.8
Seamless Solar,NY,748,120,1,RyanW,,651,,,,,,,,,,,,,,,651
Nuwatt Energy,MA,747,224,1,RyanW,,135.3,464,307.18,,356.6,1542.2,468.3,928,,693.06,,,,,135.3,5029.94
New England Clean Energy,MA,746,224,1,RyanW,,790.4,308,5142.24,14592.31,1387.6,,1200.7,,,,,,592.8,,,24014.05
Azimuth Renewable Energy,NJ,745,5887,1,RyanW,,35.64,183.66,,,,,,14.75,,,,,,,,234.05
West Bay Energy,FL,759,8618,1,RyanW,,370.28,133.2,,99.6,,,313.6,,,,,,,,,916.68
"Sun Services Usa, Llc",AZ,758,8756,1,Genki,,2781.8,3797,1744.4,5494.72,383.5,,537,,,,,90.2,,,,14828.62
Proud American,CO,757,1127,1,Genki,,74.3,142.75,,,,,,,,,4.15,,,,,221.2
Powerbill Solutions Llc,FL,756,8018,1,RyanW,,120,120,,,276.9,,,,,,,,,,,516.9
Power Guru,NY,755,120,1,RyanW,,1021.35,62.3,,,,,,,,,,,,,,1083.65
My Roof Usa,TX,754,237,1,Genki,,270.6,,,,,,,,,,,,,,,270.6
Lippolis Electric,CT,753,1670,1,RyanW,,411,580,,1034,,,,,,,,,,,,2025
Excel Home Solar,IL,752,6640,1,Guy,,873,43,,,53.95,,,,,,,,,,,969.95
Cod - Noble Solar,VA,751,6408,1,RyanW,,257.76,268.5,,,,,,,,,,,,,,526.26
American Solar Repair,MD,750,9106,1,RyanW,,1240,3397.5,10393.35,5343,9073,24403.6,72361.28,62902.24,30140.41,1341.8,,,,,,220596.18
Cod-Roofnow,TX,761,1987,1,Genki,,489.2,172,,,,,,,,,,,,,,661.2
Bluesky,MN,760,4664,1,Guy,,162.96,,,,,,41.5,,,,,,,,,204.46
"Palmetto Clean Technology, Inc",MD,765,9106,1,RyanW,,225.5,,,,,,,,,,,,,,,225.5
Natural Power Sources Dba Sunt,CO,764,1875,1,Genki,,228.75,,,,,,,,,,,,,,,228.75
Marc Jones Const. Llc Dba Sunp,CO,763,1875,1,Genki,,79,,,,,,,,,,,,,,,79
Ced - San Luis Obispo,CA,762,8618,1,Genki,,446.8,,,,,,,,,,,,,,,446.8
Sun Dial Solar,NH,771,4991,1,RyanW,,271.4,,3180,5424,3559,497,371,272.4,535.78,660.38,107.5,6.23,,,,14884.69
Sky Power Arizona Llc,AZ,770,8756,1,Genki,,747.6,86,,,,,,,,,,,,,,833.6
"Rethink Electric, Llc.",IL,769,1045,1,Guy,,445.7,2075,,2075,,,,,,,,,,,,4595.7
Moxie,IA,768,987,1,Guy,,172,,,,,,,,,,,,,,,172
Great Sky,NH,767,224,1,RyanW,,83,,,,,,249,,,,,,,,,332
Empower Solar,CA,766,8797,1,Genki,,415,5254.82,68.8,51.6,,,,,,,,,,,,5790.22
Smart Green Inc,MA,775,224,1,RyanW,,887.2,1727.43,286.99,1568.2,931.08,804.8,4734.88,166,360.8,,,,,,,11467.38
Plug Pv Llc,MA,774,224,1,RyanW,,1562.6,3222.6,3844.8,2453.4,3482.8,1660,946,,,,,,,,,17172.2
"Green Seal Environmental, Inc",MA,773,224,1,RyanW,,83,,,,,,,,,,,,,,,83
Ecomark Sales Inc.,CO,772,1875,1,Genki,,103.97,,,,,,,,,,,,,,,103.97
Etd Solar Services Llc,FL,778,8018,1,RyanW,,129.74,,,133.2,,,,,,,,,,,,262.94
Cod - Tampa Bay Solar,FL,777,8618,1,RyanW,,18,,,,,,,,,,,,,,,18
Blue Horizon Energy,MN,776,4664,1,Guy,,190.15,,,,,,,,,,,,,,,190.15
South Coast Solar,LA,780,1132,1,RyanW,,1160,,,,,,,,,,,,,,,1160
Efficient Home Services Of Tex,TX,779,237,1,Genki,,299.04,9068.66,4551.12,4939.84,768.84,202.96,38.7,,,,,,,,,19869.16
Hudson River Solar,MA,782,120,1,RyanW,,807.24,,,,,,,,,,,,,,,807.24
3d Energy,FL,781,5621,1,RyanW,,90.2,,,665.38,,,,,,,,,,,,755.58
Payoli Llc,FL,788,4560,1,RyanW,,215.3,1255.36,2673.28,1380.06,150,,,,,,,,,,,5674
New England Clean Energy,RI,787,224,1,RyanW,,429.6,98.8,,991,461.2,,,,,,,,,,,1980.6
Green Box Solar,UT,786,6692,1,Genki,,391.5,,522,,,,,,,,,,,,,913.5
Cod Only,FL,785,9106,1,RyanW,,55.44,,,,,,,,,,,,,,,55.44
Accord Power,NJ,784,5887,1,RyanW,,71.78,17.82,,,,,,,,16.6,,,,,,106.2
"Plugpv, Llc",NY,791,120,1,RyanW,,291.6,1305.1,180,622.5,,,544,,,,,,,,,2943.2
Morval Corporation,TX,790,1987,1,Genki,,223.4,,,,,,,,,,,,,,,223.4
Icon Energy,CO,789,1127,1,Genki,,43,,,,,,,,,,,,,,,43
Emt Renewables Llc *,NJ,2514,0,4,RyanW,,16546.55,15658.72,,266461.4,515730.85,284294.5,293968.86,315344.96,272305.63,1978.03,166.32,1863.48,221.76,,,1984541.06
Titus Roofing And Solar,MO,795,3584,1,Guy,,602.55,,916.15,,,162,,,,,,,,,,1680.7
Sustulis,MT,794,821,1,Genki,,14.61,18.04,,18.9,,,,,,,,,,,,51.55
Monument Solar,TX,793,237,1,Genki,,83,,,,,,,,,,,,,,,83
Cod Sales,AL,792,5888,1,RyanW,,266.4,,,,,,,,,,,,,,,266.4
Sustainable Energy & Lighting ,NC,801,6058,1,RyanW,,86,,940.8,,,,,,,,,,,,,1026.8
Sun Valley Renewables,KS,800,3584,1,Guy,,540,,,,,,,,,,,,,,,540
Solar Installation Group (Sig),CA,799,8797,1,Genki,,2192,1074,2656,,1983.2,216,3807.8,1080,,,,,,,,13009
Independent Power Systems,MT,798,821,1,Genki,,137.6,5654.1,4567,3249.72,3281.02,684.02,123.2,,,,,,,,,17696.66
Florida Electric And Solar,FL,797,5888,1,RyanW,,43,258,,,,,,,,,,,,,,301
Ec Company,OR,796,5971,1,Genki,,171.84,64.44,,,,,,,,,,,,,,236.28
Superior Solar Usa,NY,806,1670,1,RyanW,,719.2,,,,,,,,,,,,,,,719.2
"Sunrgy, Llc",FL,805,5888,1,RyanW,,86,,,,,,,,,,,,,,,86
Sun4,FL,804,4560,1,RyanW,,537,,,,,,,,,,,,,,,537
Cs Elite Llc,CA,803,6435,1,Genki,,332,83,,,,,,,,,,,,,,415
Adt Solar,CO,802,1875,1,Genki,,20.75,,,,,,,,,,,,,,,20.75
Solcius Utah,UT,813,6612,1,Genki,,580,,,,,,,,,,,,,,,580
Santa Energy,CT,812,1670,1,RyanW,,232,,5042.2,2204,,,,,,,,,,,,7478.2
"Palmetto Clean Technology, Inc",MI,811,960,1,Guy,,141.25,407,,,,,,,,,,,,,,548.25
Obsidian Solar,AR,810,3273,1,Guy,,498,,,,,,,,,,,,,,,498
New Wave Power,TX,809,236,1,Genki,,,,,,,,,,,,,,,,,0
Jordan Solar,MT,808,4639,1,Genki,,,1353,,,2706,1353,,,,,,,,,676.5,6088.5
Bozeman Green Build,MT,807,821,1,Genki,,22.55,,,,,,73.92,,,,,,,,,96.47
Waldo Renewable Eletric,CT,819,4984,1,RyanW,,49.9,,,,,,,,,,,,,,,49.9
Tac Solar & Ac,TX,818,237,1,Genki,,498.4,5025.44,6163.2,677.32,,,,,,,,,,,,12364.36
Professional Electrical Servic,FL,817,5621,1,RyanW,,532.8,,321.85,2074.6,,,1458.7,135.3,981.04,,496.1,90.2,225.5,227.3,,6543.39
Dawn To Dusk Solar,TX,816,237,1,Genki,,73.1,2378.76,5677.72,3562.12,1659.8,430,705.2,,,37.41,,,,,,14524.11
Cod - Sales,IN,815,1045,1,Guy,,24.9,107.9,,,,235.2,,,112.75,,,,,,,480.75
Adt Solar,FL,814,8618,1,RyanW,,5160,454,,,,,,,,,,,,,,5614
Zenith Security Dba Deca,TX,824,239,1,Genki,,1262.8,2780.5,1328,1494,,,,,,,,,,,,6865.3
Elbac Solar (Freestar Inc),CA,822,6435,1,Genki,,129,,43,,129,645,473,258,150.5,86,43,258,172,129,43,2558.5
East Coast Metal Roofing,MA,2270,0,2,RyanW,,1704.4,3408.8,3408.8,3840.8,,6182,,2518,2088,2088,,,,,,25238.8
Cod - Sales,IL,821,1045,1,Guy,,202,929.7,2043.6,,,,,,,,,,,,,3175.3
Avisun Renewable Energy Llc,OH,820,120,1,Guy,,452.8,395.2,,,,,,,,,,,,,,848
Volt Solar Solutions,MD,826,9106,1,RyanW,,98.8,800.34,494,,,,,,,,,,,,,1393.14
Nu Look Solar,VA,825,9106,1,RyanW,,2485,5321.94,1522.6,3717.84,,,,,,,,,,,,13047.38
Sundial Solar Llc,AZ,830,8756,1,Genki,,,422.3,,,,,,,,,,,,,,422.3
Lg Solar Llc,TX,829,237,1,Genki,,,801.6,,,,108.24,,360.8,,,,,,,,1270.64
Green2electric Inc,MN,828,4664,1,Guy,,,204,,,,,,,,,,,,,,204
Az Solar Wave,AZ,827,8756,1,Genki,,,108.24,,,,,,,,,,,,,,108.24
Solcius Llc,TX,833,237,1,Genki,,,1013.2,,,27,,,,,,,,,,,1040.2
Midwest Electric Solar Llc,KS,832,3584,1,Guy,,,399.6,,,,,,,,,,,,,,399.6
Kc Solar,MO,831,3584,1,Guy,,,521.06,340.66,,,,,,,,,,,,,861.72
I.n.o Electric Service,MA,2503,0,4,RyanW,,,0,83,,,,580,,447,,,,,,,1110
Phase Out Electric,CT,835,4984,1,RyanW,,,1560.3,1353,1297.4,1383.4,,4747,,5576.6,,7093.2,6771.44,8304.9,5211.6,1473.6,44772.44
603 Solar Llc,ME,834,224,1,RyanW,,,952.96,,90.2,,,,,,,,,,,,1043.16
Solar Construction,FL,841,4560,1,RyanW,,,69.64,108,,,,,,,,,,,,,177.64
New York Solar Maintenance/Cod,NY,839,5887,1,RyanW,,,83.59,177.83,25.76,142.69,,,,,,,,,,,429.87
New York Solar Maintenance/Cod,CT,840,5887,1,RyanW,,,112.87,287.64,50.66,35.57,,,,,,,,,,,486.74
Fluent Solar,NC,837,6058,1,RyanW,,,16755.49,10998.97,7831.11,305.27,,,,,,,,,,,35890.84
Fluent Solar,CO,838,1875,1,Genki,,,13.32,,,,,,,,,,,,,,13.32
All Phase Construction,FL,836,4560,1,RyanW,,,946.95,,,,,,,,,,,,,,946.95
"The Boston Solar Co., Inc.*",MA,2462,0,4,RyanW,,,1356,881,1391,2273,750,1389,,,,,,,173.2,,8213.2
Degrave's Electric,CO,843,6026,1,Genki,,,8.3,71.5,,,,,,,,,,,,,79.8
Adt Solar Llc,NC,842,6058,1,RyanW,,,180,,,,,,,,,,,,,,180
Renewable Energy Solutions Llc,RI,2484,0,4,RyanW,,,166,,,172,,,,,,,,,,,338
Pure Energy Inc.,CO,847,1127,1,Genki,,,89.7,,44.3,37.35,,,,,,,,,,,171.35
Powur Pbc,NJ,846,5887,1,RyanW,,,1.29,,,3.87,4.3,68.8,8.17,,,,,,,,86.43
"Infenergy, Llc",FL,845,8618,1,RyanW,,,1658.2,1267,,,,,,,,,,,,,2925.2
