Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Total
Expert Inc.,FL,33,8618,1,RyanW,20089.6,15069.78,9460,473,,,,,,,,,,,,,45092.38
Erus Builders,TX,32,1987,1,Genki,3999,1376,1892,1290,,,,,,,,,,,,,8557
"Ensolar Usa, Llc",FL,31,8018,1,RyanW,11154.2,17901.76,14018,13029,,,,,,,,,,,,,56102.96
Energy Solutions Direct,FL,30,8018,1,RyanW,1247,,2150,1462,,,,,,,,,,,,,4859
Energy Sol Of Mid Fl Dba Ever,FL,29,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Emt Renewable Llc,NJ,28,5887,1,RyanW,50.74,11.61,14.19,2.58,,,,,,,,,,,,,79.12
Castaways Energy Llc.,FL,27,5621,1,RyanW,1247,516,1032,1075,,,,,,,,,,,,,3870
Bethlehem 23,PA,2634,0,5,RyanW,10433.51,12947.3,14759.32,12958.05,,,,,,,,,,,,,51098.18
American Energy And Constructi,FL,26,5621,1,RyanW,473,602,946,860,,,,,,,,,,,,,2881
Alexa Air Inc.,FL,25,8618,1,RyanW,215,344,43,21.5,,,,,,,,,,,,,623.5
Affordable Energy Center,FL,24,5888,1,RyanW,14886.6,1720,404.2,53.32,,,,,,,,,,,,,17064.12
**Cod** Solar Side Up,CO,23,1875,1,Genki,167.7,258,344,236.5,,,,,,,,,,,,,1006.2
Trismart Solar Llc,TX,65,237,1,Genki,5160,9890,12986,3526,,,,,,,,,,,,,31562
Sunnova,NJ,64,5887,1,RyanW,29.67,0.86,9.03,27.52,,,,,,,,,,,,,67.08
Sundog Solar,ME,63,4422,1,RyanW,1118,1161,2580,2666,,,,,,,,,,,,,7525
Sun Valley Renewables,AR,62,4187,1,Guy,6923,6278,2666,1419,,,,,,,,,,,,,17286
Solarise Solar Energy,CO,61,6026,1,Genki,584.8,,,,,,,,,,,,,,,,584.8
Solar Sme,VA,60,236,1,RyanW,1271.08,1154.12,1654.64,691.44,,,,,,,,,,,,,4771.28
Pm&M Electric Dba Titan Solar,FL,59,8018,1,RyanW,13975,2580,4945,,,,,,,,,,,,,,21500
Photon Bros,CA,58,7605,1,Genki,,,172,301,,,,,,,,,,,,,473
Lumio Hx Inc.,WA,57,8064,1,Genki,13204.44,49880,43516,47016.2,,,,,,,,,,,,,153616.64
Frontline Home Solutions,TX,56,4441,1,Genki,,,,,,,,,,,,,,,,,0
Freedom Solar (Tx),CO,55,1127,1,Genki,7550.8,,2322,1290,,,,,,,,,,,,,11162.8
Erus Energy,TX,54,3273,1,Genki,3710.9,2709,3805.5,924.5,,,,,,,,,,,,,11149.9
Ecology Solar,CO,53,1875,1,Genki,1849,2418.75,559,,,,,,,,,,,,,,4826.75
All American Solar Llc,FL,52,5621,1,RyanW,903,490.2,688,920.2,,,,,,,,,,,,,3001.4
"Ailey Solar Electric, Inc.",IL,51,1045,1,Guy,1419,1290,1505,1247,,,,,,,,,,,,,5461
8m Solar,NC,50,6058,1,RyanW,283.8,68.8,175.44,514.28,,,,,,,,,,,,,1042.32
"Untd Holdings, Llc",UT,75,6692,1,Genki,86,,,,,,,,,,,,,,,,86
"Solar Works Energy, Llc.",TX,74,1987,1,Genki,,43,,301,,,,,,,,,,,,,344
"Solar Works Energy, Llc",NM,73,148,1,Genki,946,172,817,387,,,,,,,,,,,,,2322
Invaleon Technologies Corp,MA,72,224,1,RyanW,516,,,215,,,,,,,,,,,,,731
Green Hybrid Energy Solutions,CT,71,1670,1,RyanW,559,215,86,43,,,,,,,,,,,,,903
Fastrac Energy Services,TX,70,3273,1,Genki,19587.79,24052.05,22476.1,10363.86,,,,,,,,,,,,,76479.8
Erus Builders,AZ,69,8756,1,Genki,3870,3461.5,7460.93,6493.43,,,,,,,,,,,,,21285.86
Encor Solar,OK,68,3584,1,Guy,2021,3182,6708,1806,,,,,,,,,,,,,13717
"Ac/Dc Solar, Llc",FL,67,8018,1,RyanW,752.5,688,283.8,387,,,,,,,,,,,,,2111.3
A.m.sun Solar Inc,CA,66,7605,1,Genki,,,,430,,,,,,,,,,,,,430
Texas Solar Outfitters,TX,81,3273,1,Genki,,,516,1444.8,,,,,,,,,,,,,1960.8
Solarwise Energy Solutions,FL,80,8018,1,RyanW,344,,51.6,627.8,,,,,,,,,,,,,1023.4
Ocean,NJ,2623,0,5,RyanW,,,,,,,,,,,,,,,,,0
Meraki Installers Llc,FL,79,5621,1,RyanW,13330,6880,3225,860,,,,,,,,,,,,,24295
Ecovole,MO,78,6640,1,Guy,2537,2580,1247,172,,,,,,,,,,,,,6536
Apollo Energy,CO,77,1875,1,Genki,172,688,344,2537,,,,,,,,,,,,,3741
"American Energy Care, Inc.",NY,76,120,1,RyanW,268.32,1175.62,43,215,,,,,,,,,,,,,1701.94
Vision Solar,FL,99,5621,1,RyanW,2150,12138.9,3698,1505,,,,,,,,,,,,,19491.9
Tempo Electric,NV,98,4090,1,Genki,,,,129,,,,,,,,,,,,,129
Sunpro,IL,97,4950,1,Guy,172,86,,,,,,,,,,,,,,,258
Sunflower Solar,TX,96,1987,1,Genki,43,,,,,,,,,,,,,,,,43
Summit Solar Solutions Llc,MA,2470,0,4,RyanW,,,172,,,,,,,,,,,,,,172
Solarmax,FL,95,8618,1,RyanW,516,1307.2,3147.6,619.2,,,,,,,,,,,,,5590
Solarlogix,ME,94,4422,1,RyanW,1204,4300,1290,430,,,,,,,,,,,,,7224
Solar Specialists Inc,FL,93,8018,1,RyanW,1376,1634,1806,1462,,,,,,,,,,,,,6278
Solar Sme,TX,92,236,1,Genki,3089.12,3269.72,4910.6,10311.4,,,,,,,,,,,,,21580.84
Pm&M Electric Dba : Titan Sola,NV,91,4090,1,Genki,,,,,,,,,,,,,,,,,0
Photon Brothers,CA,90,1875,1,Genki,172,,,,,,,,,,,,,,,,172
Palmetto Solar Dba Palmetto Cl,FL,89,5621,1,RyanW,129,,,,,,,,,,,,,,,,129
Palmetto Solar,MD,88,9106,1,RyanW,44.72,,,,,,,,,,,,,,,,44.72
Modern Concepts Construction L,FL,87,8018,1,RyanW,3175.12,3008.28,8445.2,3870,,,,,,,,,,,,,18498.6
"Lumio Hx, Inc.",FL,86,8018,1,RyanW,498.8,154.8,705.2,731,,,,,,,,,,,,,2089.8
Lotus Energy & Solar,FL,85,5621,1,RyanW,129,86,129,51.6,,,,,,,,,,,,,395.6
Efficient Home Services,FL,84,8018,1,RyanW,172,,,,,,,,,,,,,,,,172
Cod Sales,FL,83,8018,1,RyanW,3169.96,4183.47,3224.14,1681.3,,,,,,,,,,,,,12258.87
American Design & Build Ltd,MD,82,9106,1,RyanW,5977,8600,7740,9460,,,,,,,,,,,,,31777
Vision Solar Llc,NJ,2452,0,4,RyanW,,,1075,860,,,,,,,,,,,,,1935
Vision Solar Llc,CT,2455,0,4,RyanW,129,860,430,,,,,,,,,,,,,,1419
Sun Talk Solar,CO,109,1875,1,Genki,249.4,259.72,290.68,227.04,,,,,,,,,,,,,1026.84
Solera/ Gardner Solar,MO,108,3584,1,Guy,172,,,,,,,,,,,,,,,,172
"Solcius, Llc",CA,107,6435,1,Genki,1849,2580,860,860,,,,,,,,,,,,,6149
Solcius,TX,106,1987,1,Genki,1720,1806,2881,3526,,,,,,,,,,,,,9933
Solar Sme,MD,105,236,1,RyanW,887.52,684.56,418.82,939.12,,,,,,,,,,,,,2930.02
Seal Solar,AR,104,4187,1,Guy,860,,1720,430,,,,,,,,,,,,,3010
Reconnect Clean Energy Llc,CO,103,2685,1,Genki,404.2,361.2,584.8,,,,,,,,,,,,,,1350.2
Meraki Solutions,FL,102,5621,1,RyanW,4300,8428,3483,,,,,,,,,,,,,,16211
Lumio Hx Inc.,FL,101,5621,1,RyanW,1462,817,963.2,490.2,,,,,,,,,,,,,3732.4
Cod Sales,NY,100,120,1,RyanW,,43.86,,548.68,,,,,,,,,,,,,592.54
Vanguard Solar Services,CO,122,1875,1,Genki,150.5,,122.55,,,,,,,,,,,,,,273.05
Sunrgy/Cod,TX,121,239,1,Genki,1720,,,,,,,,,,,,,,,,1720
Sunpower,NY,120,4984,1,RyanW,,430,1032,,,,,,,,,,,,,,1462
Solcius Llc,CO,119,1875,1,Genki,1290,537.5,1720,1290,,,,,,,,,,,,,4837.5
Pine Tree Solar,ME,118,4422,1,RyanW,172,1462,1453.4,1154.55,,,,,,,,,,,,,4241.95
O3 Home Solar,TX,117,237,1,Genki,129,258,1427.6,923.64,,,,,,,,,,,,,2738.24
New Jersey Sun Tech,NY,116,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Kw Solar Solutions,MD,115,5887,1,RyanW,1.72,90.3,46.44,3.01,,,,,,,,,,,,,141.47
Hudson River Solar,NY,114,120,1,RyanW,109.22,847.1,735.3,490.2,,,,,,,,,,,,,2181.82
"Greenready, Llc",FL,113,8018,1,RyanW,198.66,,,,,,,,,,,,,,,,198.66
Devlin Contracting & Maintenan,MA,112,224,1,RyanW,705.2,559,1917.8,808.4,,,,,,,,,,,,,3990.4
Cod Sales,NJ,111,5887,1,RyanW,1.29,7.31,1.72,2.58,,,,,,,,,,,,,12.9
Az Sun-Ensemble-Dividend,AZ,110,8756,1,Genki,43,,,,,,,,,,,,,,,,43
V3 Electric Inc.,CA,135,6435,1,Genki,3225,1118,2580,8041,,,,,,,,,,,,,14964
The Solar Guys,MO,134,3584,1,Guy,,,,,,,,,,,,,,,,,0
Sunlight Enterprises Inc,FL,133,5621,1,RyanW,215,774,946,,,,,,,,,,,,,,1935
"Strongbuilt, Llc",NM,132,148,1,Genki,129,,43,,,,,,,,,,,,,,172
Streamline Energy Llc,TX,131,236,1,Genki,2313.4,5246,4945,3691.12,,,,,,,,,,,,,16195.52
Stay Cool Air Cond & Heating L,FL,130,8018,1,RyanW,172,,,,,,,,,,,,,,,,172
Southern Solar,TX,129,237,1,Genki,,180.6,2036.48,4731.72,,,,,,,,,,,,,6948.8
Luz Energy Corporation,NM,128,148,1,Genki,86,516,387,301,,,,,,,,,,,,,1290
Key Solar Llc,MA,2497,0,4,RyanW,,,,,,,,,,,,,,,,,0
Freedom Solar Energy,FL,127,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Cod Account,CO,126,1875,1,Genki,43,104.06,232.2,25.8,,,,,,,,,,,,,405.06
Cleantap Energy,ME,125,4422,1,RyanW,,473,885.8,559,,,,,,,,,,,,,1917.8
Bruem Energy Llc,MD,124,9106,1,RyanW,,86,,17.2,,,,,,,,,,,,,103.2
Boston Solar,MA,123,224,1,RyanW,430,,300,,,,,,,,,,,,,,730
Berlin 09,NJ,2635,0,5,RyanW,,,,,,,,,,,,,,,,,0
Sunpro Okc,OK,151,5364,1,Guy,41.28,,,,,,,,,,,,,,,,41.28
Sunny Mac Llc/Cod,DE,150,5887,1,RyanW,4.3,,,,,,,,,,,,,,,,4.3
Sundial Solar Services Llc,FL,149,5621,1,RyanW,43,,,34.4,,,,,,,,,,,,,77.4
Sugar Hollow Solar,NC,148,1132,1,RyanW,344,,,,,,,,,,,,,,,,344
Solcius Llc,WI,147,4950,1,Guy,,,,,,,,,,,,,,,,,0
Solar Bear,FL,146,8618,1,RyanW,946,645,199.52,266.6,,,,,,,,,,,,,2057.12
Smart Energy Solar,FL,145,8618,1,RyanW,1161,,,,,,,,,,,,,,,,1161
Linden 02,NJ,2626,0,5,RyanW,,,1161,860,,,,,,,,,,,,,2021
J & D Solar Consultants Group ,FL,144,8018,1,RyanW,473,,,473,,,,,,,,,,,,,946
Geoscape Solar Llc,NJ,143,5887,1,RyanW,6.88,6.45,2.15,0.43,,,,,,,,,,,,,15.91
Enlightened Solar,FL,142,8618,1,RyanW,344,731,1431.47,2122.91,,,,,,,,,,,,,4629.38
Cross Atlantic Solar,FL,141,4560,1,RyanW,12.9,,,,,,,,,,,,,,,,12.9
Cod-Getsolarize,TX,140,1987,1,Genki,172,,,,,,,,,,,,,,,,172
Cod-Day Star Solar Roofing & C,TX,139,1987,1,Genki,645,301,602,344,,,,,,,,,,,,,1892
California Solar Elec Co,CA,138,6552,1,Genki,68.8,,,,,,,,,,,,,,,,68.8
Big Dog Solar,ID,137,756,1,Genki,,,,,,,,,,,,,,,,,0
1 Solar,CO,136,1875,1,Genki,43,86,,215,,,,,,,,,,,,,344
Tron Solar Llc,IN,158,1045,1,Guy,43,129,86,,,,,,,,,,,,,,258
Tron Solar,IL,157,4950,1,Guy,387,,,,,,,,,,,,,,,,387
Titan Solar,CO,156,1875,1,Genki,258,,,43,,,,,,,,,,,,,301
"Kasey Contracting Co, Inc",FL,155,8018,1,RyanW,86,,,,,,,,,,,,,,,,86
Florida Power Services,FL,154,8018,1,RyanW,,,43,,,,,,,,,,,,,,43
Empire Solar Solutions,NY,153,1670,1,RyanW,1290,1599.6,4988,5787.8,,,,,,,,,,,,,13665.4
Dba Solar Kings,TX,152,1987,1,Genki,258,215,43,43,,,,,,,,,,,,,559
Vector Energy Dba Fusion Power,AZ,175,8756,1,Genki,2580,,,860,,,,,,,,,,,,,3440
Sunpro Dba Marc Jones Construc,IL,174,3584,1,Guy,,,,,,,,,,,,,,,,,0
Sunblue Energy,NY,173,1670,1,RyanW,109.65,108.36,,242.95,,,,,,,,,,,,,460.96
Solcius,AZ,172,8756,1,Genki,387,430,,,,,,,,,,,,,,,817
Solar Source,FL,171,5621,1,RyanW,,860,344,,,,,,,,,,,,,,1204
Smart Energy Solar,TX,170,1987,1,Genki,43,301,129,215,,,,,,,,,,,,,688
Shinnova Solar,MO,169,3584,1,Guy,258,86,,,,,,,,,,,,,,,344
Rising Sun,OK,168,3584,1,Guy,172,,,,,,,,,,,,,,,,172
Rayah Power Intergration Corp,MA,167,224,1,RyanW,240.8,34.4,,,,,,,,,,,,,,,275.2
Powur Pbc,FL,166,5621,1,RyanW,,,1070.7,344,,,,,,,,,,,,,1414.7
Palmetto Solar,NC,165,6058,1,RyanW,129.8,,,,,,,,,,,,,,,,129.8
High Noon Solar,CO,164,2685,1,Genki,172,,,,,,,,,,,,,,,,172
Flemingto 12,NJ,2629,0,5,RyanW,,,,120.4,,,,,,,,,,,,,120.4
"Cod-Soltech Energy, Llc",TX,163,1987,1,Genki,,86,301,129,,,,,,,,,,,,,516
Cod-Equisolar,AZ,162,8756,1,Genki,184.04,,,,,,,,,,,,,,,,184.04
Cod Sales,PA,161,5944,1,RyanW,3.87,2.15,,17.2,,,,,,,,,,,,,23.22
Ced - Salt Lake City,UT,160,120,1,Genki,,,,,,,,,,,,,,,,,0
Ced - Albany,NY,159,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Vision Solar Llc,MA,2453,0,4,RyanW,1075,1376,860,430,,,,,,,,,,,,,3741
Valley Strea,NY,2621,0,5,RyanW,12900,,,,,,,,,,,,,,,,12900
Speir Innovations Llc,TX,188,236,1,Genki,103.2,245.1,86,,,,,,,,,,,,,,434.3
South Carolina,SC,187,224,1,RyanW,32.25,,,,,,,,,,,,,,,,32.25
Solar Sme,GA,186,236,1,RyanW,650.16,358.19,534.92,789.48,,,,,,,,,,,,,2332.75
Pm & M Elecric Dba Titan Solar,TX,185,1987,1,Genki,,,,,,,,,,,,,,,,,0
New Jersey Clean Energy Soluti,NJ,184,5887,1,RyanW,1.29,,,,,,,,,,,,,,,,1.29
Nathan Wood General Contractor,HI,183,9185,1,Genki,275.2,,387,,,,,,,,,,,,,,662.2
Michigan Solar And Roofing Llc,IN,182,1045,1,Guy,731,,,,,,,,,,,,,,,,731
Mclain D.b.a Solarworks Gj,CO,181,2685,1,Genki,34.4,51.6,,77.4,,,,,,,,,,,,,163.4
Green Brilliance,DC,180,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Excel Home Solar Inc,FL,179,8018,1,RyanW,129,4145.2,1345.9,,,,,,,,,,,,,,5620.1
Ecovole,OK,178,3584,1,Guy,215,,344,,,,,,,,,,,,,,559
Ced - Wallingford,CT,177,9106,1,RyanW,,,,,,,,,,,,,,,,,0
"Castle Energy, Llc",NJ,176,5887,1,RyanW,29.24,21.5,31.39,15.48,,,,,,,,,,,,,97.61
Synergy Solar,FL,201,5621,1,RyanW,129,688,731,387,,,,,,,,,,,,,1935
Solaria Energy Solutions,FL,200,5621,1,RyanW,344,172,473,86,,,,,,,,,,,,,1075
Profesional Electrical Service,FL,199,5621,1,RyanW,566.4,,,,,,,,,,,,,,,,566.4
Onsite Energy,MT,198,4639,1,Genki,,258,206.4,,,,,,,,,,,,,,464.4
"Lumio, Inc",FL,197,5888,1,RyanW,8.6,,,,,,,,,,,,,,,,8.6
Kuubix Global Llc,FL,196,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Innovative Solar Energy,FL,195,5621,1,RyanW,86,129,365.5,301,,,,,,,,,,,,,881.5
Imperium Electric,TX,194,1987,1,Genki,,,,,,,,,,,,,,,,,0
Green House Solar & Air Inc,FL,193,8018,1,RyanW,1333,86,252.84,507.4,,,,,,,,,,,,,2179.24
"Fullers Energy, Llc",MA,2511,0,4,RyanW,86,688,344,172,,,,,,,,,,,,,1290
Everlight Solar,MN,192,4664,1,Guy,86,,,,,,,,,,,,,,,,86
Cod Solar Acct Only,CA,191,7605,1,Genki,70.52,301,,214.14,,,,,,,,,,,,,585.66
Cod Sales,TX,190,236,1,Genki,941.7,5265.78,1411.26,1571.22,,,,,,,,,,,,,9189.96
Ced - Austin,FL,189,8018,1,RyanW,,4300,,,,,,,,,,,,,,,4300
United Better Homes,RI,215,224,1,RyanW,1788.8,4042,5977,5762,,,,,,,,,,,,,17569.8
Sunpower,IL,213,4984,1,Guy,430,1591,,,,,,,,,,,,,,,2021
Sunpower,CA,214,6435,1,Genki,1505,,137.6,344,,,,,,,,,,,,,1986.6
Sun Pro,OH,212,1154,1,Guy,1720,9675,,,,,,,,,,,,,,,11395
Solgen Power Llc,WA,211,5971,1,Genki,,8299,,,,,,,,,,,,,,,8299
Revolution Energy Systems Inc,IL,210,1045,1,Guy,43,,129,,,,,,,,,,,,,,172
Plug Pv Llc,FL,209,8018,1,RyanW,172,559,636.4,206.4,,,,,,,,,,,,,1573.8
Nw Electric And Solar,WA,208,8064,1,Genki,378.4,,215,,,,,,,,,,,,,,593.4
Isaksen Solar,MA,207,224,1,RyanW,129,292.4,43,722.4,,,,,,,,,,,,,1186.8
Ion Solar Pros,CT,206,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Empower Energy Solutions,MA,205,224,1,RyanW,111.8,172,541.8,17.2,,,,,,,,,,,,,842.8
Cod-Solustria Solar Llc,TX,204,1987,1,Genki,43,,,,,,,,,,,,,,,,43
Cod Sales,CO,203,2685,1,Genki,34.4,10.75,,12.9,,,,,,,,,,,,,58.05
C & C Contracting Solutions Ll,FL,202,8018,1,RyanW,43,,,,,,,,,,,,,,,,43
Wilkes-Barre,PA,2620,0,5,RyanW,1.72,,,,,,,,,,,,,,,,1.72
United Better Homes,MA,222,224,1,RyanW,619.2,5504,7267,5676,,,,,,,,,,,,,19066.2
Summit Energy Group,MA,221,224,1,RyanW,6.45,,172,516,,,,,,,,,,,,,694.45
Solar My Home,FL,220,4560,1,RyanW,,,,,,,,,,,,,,,,,0
Rising Sun Epc,OK,219,236,1,Guy,283.8,,,,,,,,,,,,,,,,283.8
Milholland Electric,NM,218,148,1,Genki,,,,,,,,,,,,,,,,,0
Grne Solar,IA,217,987,1,Guy,,,,,,,,,,,,,,,,,0
Great Sky,MA,216,224,1,RyanW,821.3,1126.6,1032,490.2,,,,,,,,,,,,,3470.1
Sunwatt Energy,NM,234,148,1,Genki,86,,,,,,,,,,,,,,,,86
Solar Cen Tex,TX,233,236,1,Genki,8.6,,,,,,,,,,,,,,,,8.6
Solar Advantage Llc,FL,232,8018,1,RyanW,,,86,,,,,,,,,,,,,,86
Premier Renewables Llc,CO,231,1875,1,Genki,17.2,,,,,,,,,,,,,,,,17.2
Larsun Solar Llc,CA,230,6435,1,Genki,,,,,,,,,,,,,,,,,0
Krannich Solar East Llc,NJ,229,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Hurricane Heroes,FL,228,5621,1,RyanW,86,,,,,,,,,,,,,,,,86
Go Green Industries Inc,MA,227,224,1,RyanW,397.75,430,430,275.2,,,,,,,,,,,,,1532.95
Cod Sales,NC,226,6058,1,RyanW,162,,25.37,,,,,,,,,,,,,,187.37
Ced - Vineland,MD,225,1045,1,RyanW,,,,,,,,,,,,,,,,,0
Ced - Riverside,CA,224,8756,1,Genki,215,,,,,,,,,,,,,,,,215
Carbon Recall Chattanooga,TN,223,6640,1,Guy,86,,,,,,,,,,,,,,,,86
Sunshine Renewable Solutions S,TX,238,3273,1,Genki,,,,,,,,,,,,,,,,,0
Solar Five,MA,237,224,1,RyanW,559,,,,,,,,,,,,,,,,559
Infinium Solar,CA,236,7492,1,Genki,129,,,,,,,,,,,,,,,,129
Greenlight Solar - Tx,LA,235,236,1,RyanW,1019.1,361.2,,,,,,,,,,,,,,,1380.3
Switch Electric Llc,WA,244,8064,1,Genki,,,,,,,,,,,,,,,,,0
Sunpro,VA,243,6408,1,RyanW,206.4,,,,,,,,,,,,,,,,206.4
Palmetto,MA,242,224,1,RyanW,64.5,,,,,,,,,,,,,,,,64.5
Our World Energy,AZ,241,8756,1,Genki,,,,430,,,,,,,,,,,,,430
Ecoliving Inc Dba Solar Ventur,CA,240,5733,1,Genki,8.6,,,,,,,,,,,,,,,,8.6
Circa Energy,MD,239,9106,1,RyanW,,172,322.5,2503.46,,,,,,,,,,,,,2997.96
Sunrgy Llc,TX,251,236,1,Genki,2580,3010,6020,,,,,,,,,,,,,,11610
Sunnymac,DE,250,5887,1,RyanW,47.3,60.2,120.4,,,,,,,,,,,,,,227.9
Palmetto Solar,IL,249,4950,1,Guy,,,,,,,,,,,,,,,,,0
Infenergy Llc,FL,248,8018,1,RyanW,516,51.6,387,645,,,,,,,,,,,,,1599.6
Go Solar Power Llc,FL,247,4560,1,RyanW,,,34.4,,,,,,,,,,,,,,34.4
Bright Home Solar Dba Florida ,FL,246,8018,1,RyanW,808.4,17698.8,27042.7,10793,,,,,,,,,,,,,56342.9
**Cod** Detach And Reset Solar,CO,245,1875,1,Genki,159.1,215,86,43,,,,,,,,,,,,,503.1
Zenernet Llc,NE,264,3584,1,Guy,43,,,,,,,,,,,,,,,,43
Tron Solar Llc,IL,263,1045,1,Guy,,,,,,,,,,,,,,,,,0
Sunpro Solar,TX,262,239,1,Genki,172,,,,,,,,,,,,,,,,172
"Solar Works, Llc",CO,261,1875,1,Genki,,,,,,,,,,,,,,,,,0
Positive Solar,AZ,260,8756,1,Genki,891.39,1361.38,590.82,2343.07,,,,,,,,,,,,,5186.66
Northeast Solar Dba Revoluson,MA,259,224,1,RyanW,86,86,1032,3010,,,,,,,,,,,,,4214
New Prarie Construction,IL,258,6640,1,Guy,,,,,,,,,,,,,,,,,0
