Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Total
Burke Electric,CA,646,6435,1,Genki,,34.4,,,,,,,,,,,,,,,34.4
Solar Me,NJ,659,5887,1,RyanW,,2.15,6.88,9.46,,,,,,,,,,,,,18.49
Renewable Energy Solutions Llc,RI,658,224,1,RyanW,,137.6,,,,,,,,,,,,,,,137.6
Kaw Valley,MO,657,3584,1,Guy,,43,,,,,,,,,,,,,,,43
Ji Electric,CA,656,6435,1,Genki,,249.4,68.8,,,,,,,,,,,,,,318.2
Elevated Independent Energy,CO,655,1875,1,Genki,,215,,172,,,,,,,,,,,,,387
Deca,TX,654,237,1,Genki,,276.92,,,,,,,,,,,,,,,276.92
Cod Sales - Auburn,RI,653,224,1,RyanW,,180.6,,,,,,,,,,,,,,,180.6
Psalm 112 Llc Dba Tucson Solar,AZ,664,8756,1,Genki,,,,,,,,,,,,,,,,,0
Powerfactor,MD,663,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Novasource In Care Of Sst Cons,CO,662,1875,1,Genki,,8.6,,,,,,,,,,,,,,,8.6
Fobare & Co.,NY,661,120,1,RyanW,,95.46,,,,,,,,,,,,,,,95.46
Apex Solar Power Llc,MA,660,224,1,RyanW,,103.2,,,,,,,,,,,,,,,103.2
Tephra Solar,CO,668,1127,1,Genki,,,,,,,,,,,,,,,,,0
Solar Sam Dba Show Me Star Ene,MO,667,3584,1,Guy,,,344,86,,,,,,,,,,,,,430
Manahawki 14,NJ,2625,0,5,RyanW,,,,,,,,,,,,,,,,,0
Lifetime Solar,IA,666,3584,1,Guy,,,,,,,,,,,,,,,,,0
Azimuth Renewable Energy,CT,665,5887,1,RyanW,,43,,,,,,,,,,,,,,,43
Sustainable Energy Group,CA,676,6552,1,Genki,,125.56,,481.6,,,,,,,,,,,,,607.16
Solar Energy World,NJ,675,5887,1,RyanW,,8.17,68.8,86,,,,,,,,,,,,,162.97
Michigan Solar And Roofing,IA,674,987,1,Guy,,1414.7,,,,,,,,,,,,,,,1414.7
Harness Power (Formerly Larsun,CA,673,6435,1,Genki,,100.62,442.9,60.2,,,,,,,,,,,,,603.72
Grne Solar,IN,672,1045,1,Guy,,,,301,,,,,,,,,,,,,301
Gansett Solar Llc,RI,671,224,1,RyanW,,103.2,43,722.4,,,,,,,,,,,,,868.6
Cod-Home Improvement,FL,670,5621,1,RyanW,,129,,,,,,,,,,,,,,,129
Adt Solar,OH,669,1045,1,Guy,,1720,,,,,,,,,,,,,,,1720
Vision Solar,TX,682,236,1,Genki,,,516,903,,,,,,,,,,,,,1419
Sunsmart Technologies,MO,681,3584,1,Guy,,86,,301,,,,,,,,,,,,,387
Sige Solar,IN,680,1045,1,Guy,,,,,,,,,,,,,,,,,0
Lifetime Solar,MO,679,3584,1,Guy,,86,,94.6,,,,,,,,,,,,,180.6
Celestar Solar,IL,678,1045,1,Guy,,,,172,,,,,,,,,,,,,172
Barrett Solar,MO,677,3584,1,Guy,,86,,,,,,,,,,,,,,,86
Volt Solar Solutions,FL,690,8618,1,RyanW,,,86,,,,,,,,,,,,,,86
Sunbadger Solar Llc,WI,689,1045,1,Guy,,516,430,,,,,,,,,,,,,,946
Sunbadger Solar Llc,MN,688,1045,1,Guy,,215,,,,,,,,,,,,,,,215
Solar Specialist Inc,FL,687,5621,1,RyanW,,258,989,1075,,,,,,,,,,,,,2322
Sige Solar,IL,686,1045,1,Guy,,86,,,,,,,,,,,,,,,86
Cod-The Solar Exchange,AZ,685,8756,1,Genki,,,,,,,,,,,,,,,,,0
Cod Sales - Auburn,MA,684,224,1,RyanW,,752.5,258,288.1,,,,,,,,,,,,,1298.6
Ced Austin Gt,TX,683,1045,1,Genki,,,,,,,,,,,,,,,,,0
Zenith/Deca,TX,696,236,1,Genki,,344,430,,,,,,,,,,,,,,774
Velocity Energy & Home Solutio,NJ,695,5887,1,RyanW,,0.86,0.86,12.9,,,,,,,,,,,,,14.62
Sunwind Llc,MA,2464,0,4,RyanW,,,,,,,,,,,,,,,,,0
"Reanimate Roofing, Solar & Wat",NJ,2267,0,2,RyanW,,,,,,,,,,,,,,,,,0
Ionix Solar,CO,693,1875,1,Genki,,86,,,,,,,,,,,,,,,86
"Fluent Solar, Llc",NC,692,6058,1,RyanW,,2585.16,295.84,,,,,,,,,,,,,,2881
**Cod** Grity Power,CO,691,6026,1,Genki,,25.8,,,,,,,,,,,,,,,25.8
Williamson Roofing/Renergy,TX,699,239,1,Genki,,86,,,,,,,,,,,,,,,86
4pro,FL,698,5621,1,RyanW,,,172,172,,,,,,,,,,,,,344
**Cod** Glaser Solar Inc.,CO,697,1875,1,Genki,,68.8,,,,,,,,,,,,,,,68.8
Solar Grids Quad Cities,IA,704,987,1,Guy,,129,,,,,,,,,,,,,,,129
Phillipsb 24,NJ,2622,0,5,RyanW,,129,1599.6,258,,,,,,,,,,,,,1986.6
"Palmetto Clean Technology, Inc",NC,703,6058,1,RyanW,,10.32,335.4,,,,,,,,,,,,,,345.72
Lumio Hx Inc.,TX,702,3273,1,Genki,,430,928.8,129,,,,,,,,,,,,,1487.8
Home Pros Of America Llc,FL,701,8018,1,RyanW,,215,,,,,,,,,,,,,,,215
Cod-Trinity Electrical Contrac,TX,700,1987,1,Genki,,,,,,,,,,,,,,,,,0
Renewable Energy Services Of N,RI,705,224,1,RyanW,,103.2,,86,,,,,,,,,,,,,189.2
Solar Tech Elec,FL,709,8618,1,RyanW,,10.32,,,,,,,,,,,,,,,10.32
Sbs Solar Inc.,MT,708,821,1,Genki,,3354,,,,,,,,,,,,,,,3354
Energy Monster,MA,2512,0,4,RyanW,,86,,,,,,,,,,,,,,,86
Daylight Electrical,TX,707,1987,1,Genki,,86,,,,,,,,,,,,,,,86
Cod Sales Stroudsburg,PA,706,8460,1,RyanW,,,,,,,,,,,,,,,,,0
Valley Solar Llc,MA,714,224,1,RyanW,,365.5,232.2,851.4,,,,,,,,,,,,,1449.1
Missouri Solar Solutions,MO,713,3584,1,Guy,,86,,,,,,,,,,,,,,,86
G1:3solar,OK,712,5364,1,Guy,,,,,,,,,,,,,,,,,0
Consolidated Electrical Dist. ,CA,711,7605,1,Genki,,,,,,,,,,,,,,,,,0
Alternative Electrical Contrac,TX,710,1987,1,Genki,,,,,,,,,,,,,,,,,0
Energy Consultants Group,IA,719,987,1,Guy,,,,,,,,,,,,,,,,,0
Cod - Solar Consolidated,FL,718,8018,1,RyanW,,43,,,,,,,,,,,,,,,43
Buffalo Solar Solutions Inc,NY,717,6462,1,RyanW,,43,21.5,,,,,,,,,,,,,,64.5
American Solar Repair,NY,716,9106,1,RyanW,,86,,,,,,,,,,,,,,,86
Adt Solar,IL,715,1045,1,Guy,,86,258,301,,,,,,,,,,,,,645
Whitman Construction,NJ,2268,0,2,RyanW,,,,,,,,,,,,,,,,,0
Obsidian Solar,TX,720,3273,1,Genki,,,868.6,1307.2,,,,,,,,,,,,,2175.8
Sunlectric,CA,725,8797,1,Genki,,,,,,,,,,,,,,,,,0
Iq Power Llc,FL,724,5621,1,RyanW,,129,,172,,,,,,,,,,,,,301
Infinity Energy,ID,723,5040,1,Genki,,,,,,,,,,,,,,,,,0
Daybreak Install,FL,722,239,1,RyanW,,430,,,,,,,,,,,,,,,430
Samba Energy,NY,728,8460,1,RyanW,,86,,,,,,,,,,,,,,,86
Florida Eco Electric Llc,FL,727,5888,1,RyanW,,,,,,,,,,,,,,,,,0
**Cod** Thor Electric Llc,CO,726,1875,1,Genki,,43,,,,,,,,,,,,,,,43
Titan Solar,FL,734,4560,1,RyanW,,860,,,,,,,,,,,,,,,860
Solcius Llc,UT,733,181,1,Genki,,,,,,,,,,,,,,,,,0
Rising Sun,TX,732,3273,1,Genki,,,,,,,,,,,,,,,,,0
Green Solar Technologies,AR,731,236,1,Guy,,51.6,,,,,,,,,,,,,,,51.6
"Fresh Coast Solar, Llc",IL,730,1045,1,Guy,,86,129,172,,,,,,,,,,,,,387
Excel Home Solar,FL,729,8018,1,RyanW,,86,1565.2,34.4,,,,,,,,,,,,,1685.6
Savant,MA,739,224,1,RyanW,,77.4,,,,,,,,,,,,,,,77.4
Power Guru,VT,738,120,1,RyanW,,165.12,,30.1,,,,,,,,,,,,,195.22
Paradise Energy Solutions,NY,737,6462,1,RyanW,,68.8,,,,,,,,,,,,,,,68.8
Homeowner/ 1 Time Sale,MO,736,3584,1,Guy,,172,,,,,,,,,,,,,,,172
Future Energy Solar,MA,735,224,1,RyanW,,129,215,473,,,,,,,,,,,,,817
"Sed Inc, Dba Greenspark Solar",NY,744,6462,1,RyanW,,185.76,,,,,,,,,,,,,,,185.76
Kruestzfeldt Construction,CA,743,7953,1,Genki,,60.2,,,,,,,,,,,,,,,60.2
Excel Home Solar,MO,742,6640,1,Guy,,344,43,,,,,,,,,,,,,,387
Cod - Solar Tech Elec,FL,741,8018,1,RyanW,,43,,,,,,,,,,,,,,,43
American Power-Cod,TX,740,236,1,Genki,,129,344,344,,,,,,,,,,,,,817
Texas Best Solar Llc,TX,2269,0,2,Genki,,,,,,,,,,,,,,,,,0
Seamless Solar,NY,748,120,1,RyanW,,129,,,,,,,,,,,,,,,129
Nuwatt Energy,MA,747,224,1,RyanW,,,103.2,63.64,,,,,,,,,,,,,166.84
New England Clean Energy,MA,746,224,1,RyanW,,68.8,64.5,1081.02,,,,,,,,,,,,,1214.32
Azimuth Renewable Energy,NJ,745,5887,1,RyanW,,1.72,6.88,,,,,,,,,,,,,,8.6
West Bay Energy,FL,759,8618,1,RyanW,,86,43,,,,,,,,,,,,,,129
"Sun Services Usa, Llc",AZ,758,8756,1,Genki,,571.9,1040.6,481.6,,,,,,,,,,,,,2094.1
Proud American,CO,757,1127,1,Genki,,51.6,86,,,,,,,,,,,,,,137.6
Powerbill Solutions Llc,FL,756,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Power Guru,NY,755,120,1,RyanW,,266.6,17.2,,,,,,,,,,,,,,283.8
My Roof Usa,TX,754,237,1,Genki,,,,,,,,,,,,,,,,,0
Lippolis Electric,CT,753,1670,1,RyanW,,43,129,,,,,,,,,,,,,,172
Excel Home Solar,IL,752,6640,1,Guy,,43,43,,,,,,,,,,,,,,86
Cod - Noble Solar,VA,751,6408,1,RyanW,,41.28,43,,,,,,,,,,,,,,84.28
American Solar Repair,MD,750,9106,1,RyanW,,172,666.5,1333,,,,,,,,,,,,,2171.5
Cod-Roofnow,TX,761,1987,1,Genki,,215,172,,,,,,,,,,,,,,387
Bluesky,MN,760,4664,1,Guy,,10.32,,,,,,,,,,,,,,,10.32
"Palmetto Clean Technology, Inc",MD,765,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Natural Power Sources Dba Sunt,CO,764,1875,1,Genki,,172,,,,,,,,,,,,,,,172
Marc Jones Const. Llc Dba Sunp,CO,763,1875,1,Genki,,43,,,,,,,,,,,,,,,43
Ced - San Luis Obispo,CA,762,8618,1,Genki,,86,,,,,,,,,,,,,,,86
Sun Dial Solar,NH,771,4991,1,RyanW,,86,,817,,,,,,,,,,,,,903
Sky Power Arizona Llc,AZ,770,8756,1,Genki,,206.4,86,,,,,,,,,,,,,,292.4
"Rethink Electric, Llc.",IL,769,1045,1,Guy,,86,,,,,,,,,,,,,,,86
Moxie,IA,768,987,1,Guy,,172,,,,,,,,,,,,,,,172
Great Sky,NH,767,224,1,RyanW,,,,,,,,,,,,,,,,,0
Empower Solar,CA,766,8797,1,Genki,,,766.26,68.8,,,,,,,,,,,,,835.06
Smart Green Inc,MA,775,224,1,RyanW,,210.7,376.25,61.49,,,,,,,,,,,,,648.44
Plug Pv Llc,MA,774,224,1,RyanW,,473,946,731,,,,,,,,,,,,,2150
"Green Seal Environmental, Inc",MA,773,224,1,RyanW,,,,,,,,,,,,,,,,,0
Ecomark Sales Inc.,CO,772,1875,1,Genki,,75.68,,,,,,,,,,,,,,,75.68
Etd Solar Services Llc,FL,778,8018,1,RyanW,,21.5,,,,,,,,,,,,,,,21.5
Cod - Tampa Bay Solar,FL,777,8618,1,RyanW,,,,,,,,,,,,,,,,,0
Blue Horizon Energy,MN,776,4664,1,Guy,,77.4,,,,,,,,,,,,,,,77.4
South Coast Solar,LA,780,1132,1,RyanW,,258,,,,,,,,,,,,,,,258
Efficient Home Services Of Tex,TX,779,237,1,Genki,,82.56,5541.84,4551.12,,,,,,,,,,,,,10175.52
Hudson River Solar,MA,782,120,1,RyanW,,159.96,,,,,,,,,,,,,,,159.96
3d Energy,FL,781,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Payoli Llc,FL,788,4560,1,RyanW,,43,172,375,,,,,,,,,,,,,590
New England Clean Energy,RI,787,224,1,RyanW,,68.8,8.6,,,,,,,,,,,,,,77.4
Green Box Solar,UT,786,6692,1,Genki,,,,,,,,,,,,,,,,,0
Cod Only,FL,785,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Accord Power,NJ,784,5887,1,RyanW,,4.3,0.86,,,,,,,,,,,,,,5.16
"Plugpv, Llc",NY,791,120,1,RyanW,,,189.2,,,,,,,,,,,,,,189.2
Morval Corporation,TX,790,1987,1,Genki,,43,,,,,,,,,,,,,,,43
Icon Energy,CO,789,1127,1,Genki,,43,,,,,,,,,,,,,,,43
Emt Renewables Llc *,NJ,2514,0,4,RyanW,,,344,,,,,,,,,,,,,,344
Titus Roofing And Solar,MO,795,3584,1,Guy,,129,,172,,,,,,,,,,,,,301
Sustulis,MT,794,821,1,Genki,,,,,,,,,,,,,,,,,0
Monument Solar,TX,793,237,1,Genki,,,,,,,,,,,,,,,,,0
Cod Sales,AL,792,5888,1,RyanW,,86,,,,,,,,,,,,,,,86
Sustainable Energy & Lighting ,NC,801,6058,1,RyanW,,86,,129,,,,,,,,,,,,,215
Sun Valley Renewables,KS,800,3584,1,Guy,,172,,,,,,,,,,,,,,,172
Solar Installation Group (Sig),CA,799,8797,1,Genki,,1290,172,,,,,,,,,,,,,,1462
Independent Power Systems,MT,798,821,1,Genki,,137.6,1152.4,1049.2,,,,,,,,,,,,,2339.2
Florida Electric And Solar,FL,797,5888,1,RyanW,,43,258,,,,,,,,,,,,,,301
Ec Company,OR,796,5971,1,Genki,,27.52,10.32,,,,,,,,,,,,,,37.84
Superior Solar Usa,NY,806,1670,1,RyanW,,159.96,,,,,,,,,,,,,,,159.96
"Sunrgy, Llc",FL,805,5888,1,RyanW,,86,,,,,,,,,,,,,,,86
Sun4,FL,804,4560,1,RyanW,,86,,,,,,,,,,,,,,,86
Cs Elite Llc,CA,803,6435,1,Genki,,,,,,,,,,,,,,,,,0
Adt Solar,CO,802,1875,1,Genki,,,,,,,,,,,,,,,,,0
Solcius Utah,UT,813,6612,1,Genki,,129,,,,,,,,,,,,,,,129
Santa Energy,CT,812,1670,1,RyanW,,51.6,,1073.28,,,,,,,,,,,,,1124.88
"Palmetto Clean Technology, Inc",MI,811,960,1,Guy,,43,86,,,,,,,,,,,,,,129
Obsidian Solar,AR,810,3273,1,Guy,,,,,,,,,,,,,,,,,0
New Wave Power,TX,809,236,1,Genki,,,,,,,,,,,,,,,,,0
Jordan Solar,MT,808,4639,1,Genki,,,,,,,,,,,,,,,,,0
Bozeman Green Build,MT,807,821,1,Genki,,,,,,,,,,,,,,,,,0
Waldo Renewable Eletric,CT,819,4984,1,RyanW,,34.4,,,,,,,,,,,,,,,34.4
Tac Solar & Ac,TX,818,237,1,Genki,,137.6,467.84,573.62,,,,,,,,,,,,,1179.06
Professional Electrical Servic,FL,817,5621,1,RyanW,,172,,,,,,,,,,,,,,,172
Dawn To Dusk Solar,TX,816,237,1,Genki,,73.1,2378.76,5677.72,,,,,,,,,,,,,8129.58
Cod - Sales,IN,815,1045,1,Guy,,,,,,,,,,,,,,,,,0
Adt Solar,FL,814,8618,1,RyanW,,5160,86,,,,,,,,,,,,,,5246
Zenith Security Dba Deca,TX,824,239,1,Genki,,,,,,,,,,,,,,,,,0
Elbac Solar (Freestar Inc),CA,822,6435,1,Genki,,129,,43,,,,,,,,,,,,,172
East Coast Metal Roofing,MA,2270,0,2,RyanW,,,,,,,,,,,,,,,,,0
Cod - Sales,IL,821,1045,1,Guy,,,,602,,,,,,,,,,,,,602
Avisun Renewable Energy Llc,OH,820,120,1,Guy,,34.4,34.4,,,,,,,,,,,,,,68.8
Volt Solar Solutions,MD,826,9106,1,RyanW,,8.6,123.84,43,,,,,,,,,,,,,175.44
Nu Look Solar,VA,825,9106,1,RyanW,,172,215,43,,,,,,,,,,,,,430
Sundial Solar Llc,AZ,830,8756,1,Genki,,,34.4,,,,,,,,,,,,,,34.4
Lg Solar Llc,TX,829,237,1,Genki,,,137.6,,,,,,,,,,,,,,137.6
Green2electric Inc,MN,828,4664,1,Guy,,,86,,,,,,,,,,,,,,86
Az Solar Wave,AZ,827,8756,1,Genki,,,,,,,,,,,,,,,,,0
Solcius Llc,TX,833,237,1,Genki,,,86,,,,,,,,,,,,,,86
Midwest Electric Solar Llc,KS,832,3584,1,Guy,,,129,,,,,,,,,,,,,,129
Kc Solar,MO,831,3584,1,Guy,,,43,43,,,,,,,,,,,,,86
I.n.o Electric Service,MA,2503,0,4,RyanW,,,,,,,,,,,,,,,,,0
Phase Out Electric,CT,835,4984,1,RyanW,,,1083.6,,,,,,,,,,,,,,1083.6
603 Solar Llc,ME,834,224,1,RyanW,,,249.4,,,,,,,,,,,,,,249.4
Solar Construction,FL,841,4560,1,RyanW,,,43,,,,,,,,,,,,,,43
New York Solar Maintenance/Cod,NY,839,5887,1,RyanW,,,2.58,5.16,,,,,,,,,,,,,7.74
New York Solar Maintenance/Cod,CT,840,5887,1,RyanW,,,5.16,8.17,,,,,,,,,,,,,13.33
Fluent Solar,NC,837,6058,1,RyanW,,,4709.36,3047.84,,,,,,,,,,,,,7757.2
Fluent Solar,CO,838,1875,1,Genki,,,,,,,,,,,,,,,,,0
All Phase Construction,FL,836,4560,1,RyanW,,,172,,,,,,,,,,,,,,172
"The Boston Solar Co., Inc.*",MA,2462,0,4,RyanW,,,,430,,,,,,,,,,,,,430
Degrave's Electric,CO,843,6026,1,Genki,,,,34.4,,,,,,,,,,,,,34.4
Adt Solar Llc,NC,842,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Renewable Energy Solutions Llc,RI,2484,0,4,RyanW,,,,,,,,,,,,,,,,,0
Pure Energy Inc.,CO,847,1127,1,Genki,,,,,,,,,,,,,,,,,0
Powur Pbc,NJ,846,5887,1,RyanW,,,1.29,,,,,,,,,,,,,,1.29
"Infenergy, Llc",FL,845,8618,1,RyanW,,,215,387,,,,,,,,,,,,,602
Good Energy Solutions,KS,844,3584,1,Guy,,,215,129,,,,,,,,,,,,,344
New Columbia Solar,MD,854,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Lgcy Power,NC,853,4950,1,RyanW,,,,,,,,,,,,,,,,,0
Hytek Energy-Cod,NJ,852,5887,1,RyanW,,,0.43,,,,,,,,,,,,,,0.43
Exact Solar,NJ,851,5887,1,RyanW,,,,,,,,,,,,,,,,,0
"Electrical Systems Solutions, ",WA,850,8064,1,Genki,,,731,1496.4,,,,,,,,,,,,,2227.4
Cranbury,NJ,2631,0,5,RyanW,,,172,,,,,,,,,,,,,,172
Cod Sales,NV,849,4090,1,Genki,,,,,,,,,,,,,,,,,0
Alutech United Inc,DE,848,5887,1,RyanW,,,0.43,,,,,,,,,,,,,,0.43
Zenith Security,TX,859,3273,1,Genki,,,,,,,,,,,,,,,,,0
Starlt,TX,858,239,1,Genki,,,166.84,,,,,,,,,,,,,,166.84
Solar Sam (Global Nrg Solar Ll,MO,2271,0,2,Guy,,,,,,,,,,,,,,,,,0
Michael W Fink Electrical Inc,FL,857,8018,1,RyanW,,,107.5,,,,,,,,,,,,,,107.5
City - San Leandro,CO,856,1875,1,Genki,,,172,,,,,,,,,,,,,,172
"Palmetto Clean Technology, Inc",TX,863,237,1,Genki,,,86,,,,,,,,,,,,,,86
Encor Solar,TX,862,3584,1,Genki,,,559,,,,,,,,,,,,,,559
Charged Up Energy Dba Alexs Se,CA,861,6435,1,Genki,,,43,,,,,,,,,,,,,,43
American Solar Partners,NY,2272,0,2,RyanW,,,,,,,,,,,,,,,,,0
Quest Solar -Quest Home Improv,NJ,867,1670,1,RyanW,,,86,129,,,,,,,,,,,,,215
New York Solar Maintenance/Cod,PA,866,5887,1,RyanW,,,2.58,7.31,,,,,,,,,,,,,9.89
Kc Solar,KS,865,3584,1,Guy,,,172,86,,,,,,,,,,,,,258
Cod Sales,MT,864,821,1,Genki,,,24.08,,,,,,,,,,,,,,24.08
Sunergy Solutions,MA,880,224,1,RyanW,,,111.8,,,,,,,,,,,,,,111.8
South Sound Solar,WA,879,8064,1,Genki,,,86,,,,,,,,,,,,,,86
Solar Energy Services,MD,878,9106,1,RyanW,,,,,,,,,,,,,,,,,0
New York Solar Maintenance/Cod,NJ,877,5887,1,RyanW,,,2.58,,,,,,,,,,,,,,2.58
Infinity Energy,CO,876,5040,1,Genki,,,172,,,,,,,,,,,,,,172
Gulf Electrical Services Llc,FL,875,8018,1,RyanW,,,43,344,,,,,,,,,,,,,387
"Fuze, Inc.",FL,874,8018,1,RyanW,,,172,,,,,,,,,,,,,,172
Florida Electric & Solar,FL,873,4560,1,RyanW,,,215,782.6,,,,,,,,,,,,,997.6
Cod Sales,ME,872,4422,1,RyanW,,,109.65,94.6,,,,,,,,,,,,,204.25
Channel Linx Tech Dba Shield E,CO,871,1875,1,Genki,,,129,43,,,,,,,,,,,,,172
Blue Sky Satellite Services,KS,870,987,1,Guy,,,,,,,,,,,,,,,,,0
Amistad Trucking,TX,869,239,1,Genki,,,2967,53.32,,,,,,,,,,,,,3020.32
Ace Residential Solar Llc,MA,868,224,1,RyanW,,,172,,,,,,,,,,,,,,172
Ridgline Roofing And Solar,MO,882,3584,1,Guy,,,,,,,,,,,,,,,,,0
Just Click Solar,CA,881,2576,1,Genki,,,3.44,,,,,,,,,,,,,,3.44
Lunex Power Inc,CT,885,4984,1,RyanW,,,447.2,215,,,,,,,,,,,,,662.2
Erickson Electric,CA,884,7605,1,Genki,,,86,64.5,,,,,,,,,,,,,150.5
Bright Planet Solar,IL,883,4950,1,Guy,,,645,215,,,,,,,,,,,,,860
Get Solarize,TX,887,237,1,Genki,,,946,86,,,,,,,,,,,,,1032
Gallup Solar,NM,2273,0,2,Genki,,,,,,,,,,,,,,,,,0
Achieve Solar,FL,886,8018,1,RyanW,,,43,,,,,,,,,,,,,,43
Texas Solar Integrated,TX,893,3273,1,Genki,,,,,,,,,,,,,,,,,0
Sky Country Solar,CA,892,6435,1,Genki,,,17.2,,,,,,,,,,,,,,17.2
Onpoint Solar Power,TX,891,237,1,Genki,,,1935,,,,,,,,,,,,,,1935
Mann Solar,GA,890,1132,1,RyanW,,,129,,,,,,,,,,,,,,129
E2 Solar Inc,MA,2521,0,4,RyanW,,,129,,,,,,,,,,,,,,129
Blossom Solar,WA,889,8064,1,Genki,,,51.6,,,,,,,,,,,,,,51.6
Enlight Energy,CT,895,4984,1,RyanW,,,206.4,,,,,,,,,,,,,,206.4
Emerald Energy,NC,894,6058,1,RyanW,,,275.2,266.6,,,,,,,,,,,,,541.8
Wells Solar - Cod,TX,900,236,1,Genki,,,279.5,129,,,,,,,,,,,,,408.5
Our World Energy,NM,899,148,1,Genki,,,43,,,,,,,,,,,,,,43
Lumio Hx Inc.,OR,898,5971,1,Genki,,,1341.6,576.2,,,,,,,,,,,,,1917.8
Genrenew,NJ,897,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Blue Raven Solar,KS,896,3584,1,Guy,,,258,215,,,,,,,,,,,,,473
Top Tier Solar Solutions,NC,908,6058,1,RyanW,,,129,34.4,,,,,,,,,,,,,163.4
Texas Solar Outfitters-Houston,TX,2274,0,2,Genki,,,,,,,,,,,,,,,,,0
Mann Solar,KY,907,1154,1,Guy,,,496.65,430,,,,,,,,,,,,,926.65
Kingdom Solar,CA,906,8797,1,Genki,,,,,,,,,,,,,,,,,0
Green Solar Technologies,PA,905,8460,1,RyanW,,,215,,,,,,,,,,,,,,215
Gpe,CT,904,8460,1,RyanW,,,60.2,135.45,,,,,,,,,,,,,195.65
Detail Solar,SC,903,1132,1,RyanW,,,43,,,,,,,,,,,,,,43
Design 1 Group,KY,902,6058,1,Guy,,,129,68.8,,,,,,,,,,,,,197.8
Covenant Solar,NC,901,6058,1,RyanW,,,36,,,,,,,,,,,,,,36
Team Sunshine,MA,913,224,1,RyanW,,,17.2,94.6,,,,,,,,,,,,,111.8
Sun Energy Co,TX,912,3273,1,Genki,,,,,,,,,,,,,,,,,0
Strawberry Solar,MI,911,960,1,Guy,,,1290,,,,,,,,,,,,,,1290
Independent Power Generation,WA,910,8187,1,Genki,,,73.1,,,,,,,,,,,,,,73.1
Titan Solar Power,NC,920,6058,1,RyanW,,,129,,,,,,,,,,,,,,129
South Texas Solar Systems,TX,919,239,1,Genki,,,34.4,,,,,,,,,,,,,,34.4
Rethink Electric Llc,IL,918,4950,1,Guy,,,,,,,,,,,,,,,,,0
Region/Renewable Solar,FL,917,8018,1,RyanW,,,77.4,,,,,,,,,,,,,,77.4
Pacific Energy Network  Llc,MO,916,6435,1,Guy,,,1529.94,,,,,,,,,,,,,,1529.94
Connected Solar,TX,2275,0,2,Genki,,,,,,,,,,,,,,,,,0
Affordable Solar,ME,914,4422,1,RyanW,,,,,,,,,,,,,,,,,0
Sunvena Solar,FL,2276,0,2,RyanW,,,,,,,,,,,,,,,,,0
Greenhouse Solar Dba Infinity ,TX,921,237,1,Genki,,,184.9,,,,,,,,,,,,,,184.9
Empower Solar*,NY,2516,0,4,RyanW,,,1720,,,,,,,,,,,,,,1720
Ibermex Capital Llc,TX,926,239,1,Genki,,,473,1268.5,,,,,,,,,,,,,1741.5
Desert View Remodlers,NV,925,4090,1,Genki,,,,,,,,,,,,,,,,,0
Cod,SC,924,1132,1,RyanW,,,34.4,,,,,,,,,,,,,,34.4
Adt Solar,LA,2277,0,2,RyanW,,,,,,,,,,,,,,,,,0
Streamline Solar,AZ,929,4090,1,Genki,,,,,,,,,,,,,,,,,0
Solar Power Nw,WA,928,8801,1,Genki,,,292.4,106.64,,,,,,,,,,,,,399.04
Dement Electric Inc.,NM,927,1987,1,Genki,,,43,,,,,,,,,,,,,,43
Straightup Solar,MO,933,6640,1,Guy,,,43,24.08,,,,,,,,,,,,,67.08
Solar 365,TX,932,239,1,Genki,,,903,172,,,,,,,,,,,,,1075
Quest Solar -Quest Home Improv,CT,931,1670,1,RyanW,,,86,559,,,,,,,,,,,,,645
Integrity Solar,NJ,930,1670,1,RyanW,,,,,,,,,,,,,,,,,0
Sunpower Corporation,IL,937,4950,1,Guy,,,,1075,,,,,,,,,,,,,1075
"Positivesynergyllc,Dba Havasu ",NV,936,4090,1,Genki,,,,34.4,,,,,,,,,,,,,34.4
Midwest Solar Power,WI,2278,0,2,Guy,,,,,,,,,,,,,,,,,0
Lumio Hx Inc,TX,934,237,1,Genki,,,,,,,,,,,,,,,,,0
Poulin Design Remodeling,NM,940,148,1,Genki,,,43,,,,,,,,,,,,,,43
Hammer & Bell/Cod,PA,939,5887,1,RyanW,,,2.15,,,,,,,,,,,,,,2.15
Caballero's Electric,NV,938,4090,1,Genki,,,,,,,,,,,,,,,,,0
Wilderness Trace Solar,KY,947,4979,1,Guy,,,,,,,,,,,,,,,,,0
Usesi Guest,VT,2461,0,4,RyanW,,,,,,,,,,,,,,,,,0
Sun Services Usa Llc,NV,946,4090,1,Genki,,,,,,,,,,,,,,,,,0
