Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Total
Smart Green Inc,MA,775,224,1,RyanW,,,,,395.6,206.4,180.6,726.2,,,,,,,,,1508.8
Plug Pv Llc,MA,774,224,1,RyanW,,,,,43,1462,,946,,,,,,,,,2451
"Green Seal Environmental, Inc",MA,773,224,1,RyanW,,,,,,,,,,,,,,,,,0
Ecomark Sales Inc.,CO,772,1875,1,Genki,,,,,,,,,,,,,,,,,0
Etd Solar Services Llc,FL,778,8018,1,RyanW,,,,,43,,,,,,,,,,,,43
Cod - Tampa Bay Solar,FL,777,8618,1,RyanW,,,,,,,,,,,,,,,,,0
Blue Horizon Energy,MN,776,4664,1,Guy,,,,,,,,,,,,,,,,,0
South Coast Solar,LA,780,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Efficient Home Services Of Tex,TX,779,237,1,Genki,,,,,4939.84,768.84,202.96,38.7,,,,,,,,,5950.34
Hudson River Solar,MA,782,120,1,RyanW,,,,,,,,,,,,,,,,,0
3d Energy,FL,781,5621,1,RyanW,,,,,43,,,,,,,,,,,,43
Payoli Llc,FL,788,4560,1,RyanW,,,,,,150,,,,,,,,,,,150
New England Clean Energy,RI,787,224,1,RyanW,,,,,172,86,,,,,,,,,,,258
Green Box Solar,UT,786,6692,1,Genki,,,,,,,,,,,,,,,,,0
Cod Only,FL,785,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Accord Power,NJ,784,5887,1,RyanW,,,,,,,,,,,,,,,,,0
"Plugpv, Llc",NY,791,120,1,RyanW,,,,,,,,129,,,,,,,,,129
Morval Corporation,TX,790,1987,1,Genki,,,,,,,,,,,,,,,,,0
Icon Energy,CO,789,1127,1,Genki,,,,,,,,,,,,,,,,,0
Emt Renewables Llc *,NJ,2514,0,4,RyanW,,,,,7740,15050,10019,10363,,,,,,,,,43172
Titus Roofing And Solar,MO,795,3584,1,Guy,,,,,,,43,,,,,,,,,,43
Sustulis,MT,794,821,1,Genki,,,,,0.86,,,,,,,,,,,,0.86
Monument Solar,TX,793,237,1,Genki,,,,,,,,,,,,,,,,,0
Cod Sales,AL,792,5888,1,RyanW,,,,,,,,,,,,,,,,,0
Sustainable Energy & Lighting ,NC,801,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Sun Valley Renewables,KS,800,3584,1,Guy,,,,,,,,,,,,,,,,,0
Solar Installation Group (Sig),CA,799,8797,1,Genki,,,,,,,,215,,,,,,,,,215
Independent Power Systems,MT,798,821,1,Genki,,,,,625.22,723.26,263.16,,,,,,,,,,1611.64
Florida Electric And Solar,FL,797,5888,1,RyanW,,,,,,,,,,,,,,,,,0
Ec Company,OR,796,5971,1,Genki,,,,,,,,,,,,,,,,,0
Superior Solar Usa,NY,806,1670,1,RyanW,,,,,,,,,,,,,,,,,0
"Sunrgy, Llc",FL,805,5888,1,RyanW,,,,,,,,,,,,,,,,,0
Sun4,FL,804,4560,1,RyanW,,,,,,,,,,,,,,,,,0
Cs Elite Llc,CA,803,6435,1,Genki,,,,,,,,,,,,,,,,,0
Adt Solar,CO,802,1875,1,Genki,,,,,,,,,,,,,,,,,0
Solcius Utah,UT,813,6612,1,Genki,,,,,,,,,,,,,,,,,0
Santa Energy,CT,812,1670,1,RyanW,,,,,490.2,,,,,,,,,,,,490.2
"Palmetto Clean Technology, Inc",MI,811,960,1,Guy,,,,,,,,,,,,,,,,,0
Obsidian Solar,AR,810,3273,1,Guy,,,,,,,,,,,,,,,,,0
New Wave Power,TX,809,236,1,Genki,,,,,,,,,,,,,,,,,0
Jordan Solar,MT,808,4639,1,Genki,,,,,,,,,,,,,,,,,0
Bozeman Green Build,MT,807,821,1,Genki,,,,,,,,,,,,,,,,,0
Waldo Renewable Eletric,CT,819,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Tac Solar & Ac,TX,818,237,1,Genki,,,,,129,,,,,,,,,,,,129
Professional Electrical Servic,FL,817,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Dawn To Dusk Solar,TX,816,237,1,Genki,,,,,3562.12,1659.8,430,705.2,,,,,,,,,6357.12
Cod - Sales,IN,815,1045,1,Guy,,,,,,,,,,,,,,,,,0
Adt Solar,FL,814,8618,1,RyanW,,,,,,,,,,,,,,,,,0
Zenith Security Dba Deca,TX,824,239,1,Genki,,,,,,,,,,,,,,,,,0
Elbac Solar (Freestar Inc),CA,822,6435,1,Genki,,,,,,129,645,473,,,,,,,,,1247
East Coast Metal Roofing,MA,2270,0,2,RyanW,,,,,,,,,,,,,,,,,0
Cod - Sales,IL,821,1045,1,Guy,,,,,,,,,,,,,,,,,0
Avisun Renewable Energy Llc,OH,820,120,1,Guy,,,,,,,,,,,,,,,,,0
Volt Solar Solutions,MD,826,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Nu Look Solar,VA,825,9106,1,RyanW,,,,,258,,,,,,,,,,,,258
Sundial Solar Llc,AZ,830,8756,1,Genki,,,,,,,,,,,,,,,,,0
Lg Solar Llc,TX,829,237,1,Genki,,,,,,,,,,,,,,,,,0
Green2electric Inc,MN,828,4664,1,Guy,,,,,,,,,,,,,,,,,0
Az Solar Wave,AZ,827,8756,1,Genki,,,,,,,,,,,,,,,,,0
Solcius Llc,TX,833,237,1,Genki,,,,,,,,,,,,,,,,,0
Midwest Electric Solar Llc,KS,832,3584,1,Guy,,,,,,,,,,,,,,,,,0
Kc Solar,MO,831,3584,1,Guy,,,,,,,,,,,,,,,,,0
I.n.o Electric Service,MA,2503,0,4,RyanW,,,,,,,,129,,,,,,,,,129
Phase Out Electric,CT,835,4984,1,RyanW,,,,,215,301,,688,,,,,,,,,1204
603 Solar Llc,ME,834,224,1,RyanW,,,,,,,,,,,,,,,,,0
Solar Construction,FL,841,4560,1,RyanW,,,,,,,,,,,,,,,,,0
New York Solar Maintenance/Cod,NY,839,5887,1,RyanW,,,,,0.86,4.3,,,,,,,,,,,5.16
New York Solar Maintenance/Cod,CT,840,5887,1,RyanW,,,,,0.86,1.29,,,,,,,,,,,2.15
Fluent Solar,NC,837,6058,1,RyanW,,,,,2162.04,84.28,,,,,,,,,,,2246.32
Fluent Solar,CO,838,1875,1,Genki,,,,,,,,,,,,,,,,,0
All Phase Construction,FL,836,4560,1,RyanW,,,,,,,,,,,,,,,,,0
"The Boston Solar Co., Inc.*",MA,2462,0,4,RyanW,,,,,215,516,750,,,,,,,,,,1481
Degrave's Electric,CO,843,6026,1,Genki,,,,,,,,,,,,,,,,,0
Adt Solar Llc,NC,842,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Renewable Energy Solutions Llc,RI,2484,0,4,RyanW,,,,,,172,,,,,,,,,,,172
Pure Energy Inc.,CO,847,1127,1,Genki,,,,,,,,,,,,,,,,,0
Powur Pbc,NJ,846,5887,1,RyanW,,,,,,3.87,4.3,68.8,,,,,,,,,76.97
"Infenergy, Llc",FL,845,8618,1,RyanW,,,,,,,,,,,,,,,,,0
Good Energy Solutions,KS,844,3584,1,Guy,,,,,,,,,,,,,,,,,0
New Columbia Solar,MD,854,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Lgcy Power,NC,853,4950,1,RyanW,,,,,,,,,,,,,,,,,0
Hytek Energy-Cod,NJ,852,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Exact Solar,NJ,851,5887,1,RyanW,,,,,,,21.5,,,,,,,,,,21.5
"Electrical Systems Solutions, ",WA,850,8064,1,Genki,,,,,283.8,2107,,103.2,,,,,,,,,2494
Cranbury,NJ,2631,0,5,RyanW,,,,,,55.04,,,,,,,,,,,55.04
Cod Sales,NV,849,4090,1,Genki,,,,,,,,,,,,,,,,,0
Alutech United Inc,DE,848,5887,1,RyanW,,,,,,1.29,,,,,,,,,,,1.29
Zenith Security,TX,859,3273,1,Genki,,,,,,,,,,,,,,,,,0
Starlt,TX,858,239,1,Genki,,,,,,,,,,,,,,,,,0
Solar Sam (Global Nrg Solar Ll,MO,2271,0,2,Guy,,,,,,,,,,,,,,,,,0
Michael W Fink Electrical Inc,FL,857,8018,1,RyanW,,,,,,,,,,,,,,,,,0
City - San Leandro,CO,856,1875,1,Genki,,,,,,,,,,,,,,,,,0
"Palmetto Clean Technology, Inc",TX,863,237,1,Genki,,,,,,,,,,,,,,,,,0
Encor Solar,TX,862,3584,1,Genki,,,,,,,,,,,,,,,,,0
Charged Up Energy Dba Alexs Se,CA,861,6435,1,Genki,,,,,,,,,,,,,,,,,0
American Solar Partners,NY,2272,0,2,RyanW,,,,,,,,,,,,,,,,,0
Quest Solar -Quest Home Improv,NJ,867,1670,1,RyanW,,,,,54.18,103.2,154.8,309.6,,,,,,,,,621.78
New York Solar Maintenance/Cod,PA,866,5887,1,RyanW,,,,,6.88,3.44,,,,,,,,,,,10.32
Kc Solar,KS,865,3584,1,Guy,,,,,,,,,,,,,,,,,0
Cod Sales,MT,864,821,1,Genki,,,,,,,,,,,,,,,,,0
Sunergy Solutions,MA,880,224,1,RyanW,,,,,240.8,129,,,,,,,,,,,369.8
South Sound Solar,WA,879,8064,1,Genki,,,,,,,,,,,,,,,,,0
Solar Energy Services,MD,878,9106,1,RyanW,,,,,,68.8,172,,,,,,,,,,240.8
New York Solar Maintenance/Cod,NJ,877,5887,1,RyanW,,,,,4.3,6.88,3.01,,,,,,,,,,14.19
Infinity Energy,CO,876,5040,1,Genki,,,,,,,,,,,,,,,,,0
Gulf Electrical Services Llc,FL,875,8018,1,RyanW,,,,,258,43,,,,,,,,,,,301
"Fuze, Inc.",FL,874,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Florida Electric & Solar,FL,873,4560,1,RyanW,,,,,2227.4,1496.4,34.4,21.5,,,,,,,,,3779.7
Cod Sales,ME,872,4422,1,RyanW,,,,,,95.46,748.2,15.48,,,,,,,,,859.14
Channel Linx Tech Dba Shield E,CO,871,1875,1,Genki,,,,,,,,,,,,,,,,,0
Blue Sky Satellite Services,KS,870,987,1,Guy,,,,,,,,,,,,,,,,,0
Amistad Trucking,TX,869,239,1,Genki,,,,,,,,,,,,,,,,,0
Ace Residential Solar Llc,MA,868,224,1,RyanW,,,,,172,,90.3,387,,,,,,,,,649.3
Ridgline Roofing And Solar,MO,882,3584,1,Guy,,,,,,,,,,,,,,,,,0
Just Click Solar,CA,881,2576,1,Genki,,,,,,43,,309.6,,,,,,,,,352.6
Lunex Power Inc,CT,885,4984,1,RyanW,,,,,774,,43,,,,,,,,,,817
Erickson Electric,CA,884,7605,1,Genki,,,,,,,,,,,,,,,,,0
Bright Planet Solar,IL,883,4950,1,Guy,,,,,430,1720,1720,,,,,,,,,,3870
Get Solarize,TX,887,237,1,Genki,,,,,,,,,,,,,,,,,0
Gallup Solar,NM,2273,0,2,Genki,,,,,,,,,,,,,,,,,0
Achieve Solar,FL,886,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Texas Solar Integrated,TX,893,3273,1,Genki,,,,,,,,,,,,,,,,,0
Sky Country Solar,CA,892,6435,1,Genki,,,,,,,,,,,,,,,,,0
Onpoint Solar Power,TX,891,237,1,Genki,,,,,,,,,,,,,,,,,0
Mann Solar,GA,890,1132,1,RyanW,,,,,,,,,,,,,,,,,0
E2 Solar Inc,MA,2521,0,4,RyanW,,,,,,,,,,,,,,,,,0
Blossom Solar,WA,889,8064,1,Genki,,,,,,77.4,43,,,,,,,,,,120.4
Enlight Energy,CT,895,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Emerald Energy,NC,894,6058,1,RyanW,,,,,258,1161,,903,,,,,,,,,2322
Wells Solar - Cod,TX,900,236,1,Genki,,,,,,86,,,,,,,,,,,86
Our World Energy,NM,899,148,1,Genki,,,,,,,430,,,,,,,,,,430
Lumio Hx Inc.,OR,898,5971,1,Genki,,,,,688.86,,,,,,,,,,,,688.86
Genrenew,NJ,897,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Blue Raven Solar,KS,896,3584,1,Guy,,,,,,,,,,,,,,,,,0
Top Tier Solar Solutions,NC,908,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Texas Solar Outfitters-Houston,TX,2274,0,2,Genki,,,,,,,,,,,,,,,,,0
Mann Solar,KY,907,1154,1,Guy,,,,,,,,,,,,,,,,,0
Kingdom Solar,CA,906,8797,1,Genki,,,,,,,,,,,,,,,,,0
Green Solar Technologies,PA,905,8460,1,RyanW,,,,,,,,,,,,,,,,,0
Gpe,CT,904,8460,1,RyanW,,,,,,,,,,,,,,,,,0
Detail Solar,SC,903,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Design 1 Group,KY,902,6058,1,Guy,,,,,,,,,,,,,,,,,0
Covenant Solar,NC,901,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Team Sunshine,MA,913,224,1,RyanW,,,,,172,902,,,,,,,,,,,1074
Sun Energy Co,TX,912,3273,1,Genki,,,,,,,,,,,,,,,,,0
Strawberry Solar,MI,911,960,1,Guy,,,,,,,,,,,,,,,,,0
Independent Power Generation,WA,910,8187,1,Genki,,,,,,,,,,,,,,,,,0
Titan Solar Power,NC,920,6058,1,RyanW,,,,,,,,,,,,,,,,,0
South Texas Solar Systems,TX,919,239,1,Genki,,,,,,,,,,,,,,,,,0
Rethink Electric Llc,IL,918,4950,1,Guy,,,,,1634,,,,,,,,,,,,1634
Region/Renewable Solar,FL,917,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Pacific Energy Network  Llc,MO,916,6435,1,Guy,,,,,,,,,,,,,,,,,0
Connected Solar,TX,2275,0,2,Genki,,,,,,,,,,,,,,,,,0
Affordable Solar,ME,914,4422,1,RyanW,,,,,,,,,,,,,,,,,0
Sunvena Solar,FL,2276,0,2,RyanW,,,,,,,,,,,,,,,,,0
Greenhouse Solar Dba Infinity ,TX,921,237,1,Genki,,,,,,103.2,73.96,,,,,,,,,,177.16
Empower Solar*,NY,2516,0,4,RyanW,,,,,4214,5160,860,,,,,,,,,,10234
Ibermex Capital Llc,TX,926,239,1,Genki,,,,,1075,43,,,,,,,,,,,1118
Desert View Remodlers,NV,925,4090,1,Genki,,,,,,,,,,,,,,,,,0
Cod,SC,924,1132,1,RyanW,,,,,,,43,137.6,,,,,,,,,180.6
Adt Solar,LA,2277,0,2,RyanW,,,,,,,,,,,,,,,,,0
Streamline Solar,AZ,929,4090,1,Genki,,,,,,,,,,,,,,,,,0
Solar Power Nw,WA,928,8801,1,Genki,,,,,43,21.5,223.6,129,,,,,,,,,417.1
Dement Electric Inc.,NM,927,1987,1,Genki,,,,,,,,344,,,,,,,,,344
Straightup Solar,MO,933,6640,1,Guy,,,,,,,,,,,,,,,,,0
Solar 365,TX,932,239,1,Genki,,,,,344,266.6,43,172,,,,,,,,,825.6
Quest Solar -Quest Home Improv,CT,931,1670,1,RyanW,,,,,90.3,51.6,,,,,,,,,,,141.9
Integrity Solar,NJ,930,1670,1,RyanW,,,,,86,,,,,,,,,,,,86
Sunpower Corporation,IL,937,4950,1,Guy,,,,,430,1505,,1290,,,,,,,,,3225
"Positivesynergyllc,Dba Havasu ",NV,936,4090,1,Genki,,,,,,,,,,,,,,,,,0
Midwest Solar Power,WI,2278,0,2,Guy,,,,,,,,,,,,,,,,,0
Lumio Hx Inc,TX,934,237,1,Genki,,,,,,,,,,,,,,,,,0
Poulin Design Remodeling,NM,940,148,1,Genki,,,,,,86,,,,,,,,,,,86
Hammer & Bell/Cod,PA,939,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Caballero's Electric,NV,938,4090,1,Genki,,,,,,,,,,,,,,,,,0
Wilderness Trace Solar,KY,947,4979,1,Guy,,,,,,,,,,,,,,,,,0
Usesi Guest,VT,2461,0,4,RyanW,,,,,,,,,,,,,,,,,0
Sun Services Usa Llc,NV,946,4090,1,Genki,,,,,,,,,,,,,,,,,0
"Lumio Hx, Inc",TX,945,239,1,Genki,,,,,,,,,,,,,,,,,0
Florida Solar Power,FL,944,8018,1,RyanW,,,,,129,,,,,,,,,,,,129
Empire Refrigeration,TX,943,1987,1,Genki,,,,,,,,,,,,,,,,,0
Elite Energy Consultants,CT,942,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Dynamic Solar & Electric Nw Co,WA,941,5971,1,Genki,,,,,,,,,,,,,,,,,0
Titan Solar Power,NJ,956,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Sunsmart Technologies,KS,955,3584,1,Guy,,,,,43,,,,,,,,,,,,43
Sunlux,CA,954,6435,1,Genki,,,,,,,180.6,,,,,,,,,,180.6
Standard Eco/Cod,TX,953,239,1,Genki,,,,,,,,,,,,,,,,,0
Shield Energy (Former Channel ,CA,952,6435,1,Genki,,,,,,43,,,,,,,,,,,43
Roofnow,TX,951,1987,1,Genki,,,,,473,258,344,,,,,,,,,,1075
Expert Solar,VA,950,6058,1,RyanW,,,,,,,,,,,,,,,,,0
"Csa Electrical, Llc",NM,949,1987,1,Genki,,,,,,,,,,,,,,,,,0
Westco Construction,TX,959,237,1,Genki,,,,,,,,,,,,,,,,,0
Momentum Solar,FL,958,5621,1,RyanW,,,,,7740,,,,,,,,,,,,7740
Maxfield Solar,UT,957,6692,1,Genki,,,,,,,,,,,,,,,,,0
Texas Powered By Solar,TX,971,239,1,Genki,,,,,,,,,,,,,,,,,0
Sun Harvest,FL,970,5621,1,RyanW,,,,,157.81,86,86,,,,,,,,,,329.81
Solcius,MN,969,4664,1,Guy,,,,,,,,,,,,,,,,,0
Skycharge Solar,OH,968,1154,1,Guy,,,,,,,,,,,,,,,,,0
Native Solutions Dba-Happy Sol,CO,967,1875,1,Genki,,,,,,,,,,,,,,,,,0
Lumio Hx Inc,SC,966,1132,1,RyanW,,,,,17.2,86,163.4,,,,,,,,,,266.6
Kps Solar - Horizons,FL,965,4560,1,RyanW,,,,,,,,,,,,,,,,,0
Ion Solar Pros,NY,964,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Gensun,NJ,963,5887,1,RyanW,,,,,4.73,4.73,17.63,15.48,,,,,,,,,42.57
Empower Energy Solutions,NH,962,4991,1,RyanW,,,,,623.5,6106,1505,172,,,,,,,,,8406.5
Diamond Solar,CA,961,1024,1,Genki,,,,,72.24,,,,,,,,,,,,72.24
Cod Blue Planet Water And Powe,CA,960,7605,1,Genki,,,,,,,,,,,,,,,,,0
Wells Solar & Electrical,TX,984,237,1,Genki,,,,,,,,,,,,,,,,,0
"Sky Solar Energy, Inc",FL,983,8018,1,RyanW,,,,,,,,86,,,,,,,,,86
Pm & M Elecric Dba Titan Solar,NJ,982,1987,1,RyanW,,,,,,,,,,,,,,,,,0
Modern Power,MO,981,3584,1,Guy,,,,,,,,,,,,,,,,,0
Lumio Hx Inc.,NJ,980,5887,1,RyanW,,,,,8.6,3.44,,,,,,,,,,,12.04
Lumina Sun,MT,979,821,1,Genki,,,,,172,147.92,,,,,,,,,,,319.92
Jolma Electric Llc,WI,978,4950,1,Guy,,,,,,,,,,,,,,,,,0
Glyde Solar Llc,CO,977,1127,1,Genki,,,,,172,,,,,,,,,,,,172
Fluent Solar,KS,976,3584,1,Guy,,,,,,86,387,,,,,,,,,,473
Deep Canyon Llc,AZ,975,8808,1,Genki,,,,,,,,,,,,,,,,,0
Cod Sales,OR,974,4450,1,Genki,,,,,,172,,,,,,,,,,,172
Cod Sales,OK,973,5364,1,Guy,,,,,,,,,,,,,,,,,0
Centaur Roofing And Constructi,FL,972,5621,1,RyanW,,,,,,,,,,,,,,,,,0
"Positivesynergyllc,Dba Havasu ",AZ,988,4090,1,Genki,,,,,,129,,43,,,,,,,,,172
Lumio Hx Inc,CA,987,311,1,Genki,,,,,84.28,249.4,1195.4,739.6,,,,,,,,,2268.68
Lumio,CA,986,2576,1,Genki,,,,,,,,,,,,,,,,,0
Alternate Electric Solar,TX,985,1987,1,Genki,,,,,430,129,,,,,,,,,,,559
Solar Planet Llc,GA,995,5621,1,RyanW,,,,,,,,,,,,,,,,,0
"Skyfox Energy, Inc.",TX,994,1987,1,Genki,,,,,,,,,,,,,,,,,0
Powur Pbc,TX,993,239,1,Genki,,,,,,412.8,584.8,,,,,,,,,,997.6
Hays Electrical Service,TX,2279,0,2,Genki,,,,,,,,,,,,,,,,,0
Go Solar Power Llc,CA,991,4560,1,Genki,,,,,,,51.6,,,,,,,,,,51.6
Emt Renewables Llc *,PA,2513,0,4,RyanW,,,,,43,1118,344,387,,,,,,,,,1892
Cod Sales,OH,989,1154,1,Guy,,,,,,,34.4,275.2,,,,,,,,,309.6
Cod Sales,MO,990,6640,1,Guy,,,,,344,129,8.6,,,,,,,,,,481.6
Sunshine Solar Inc.,OR,999,5971,1,Genki,,,,,86,,,,,,,,,,,,86
Rise Power Llc,TX,998,237,1,Genki,,,,,283.8,,,,,,,,,,,,283.8
Eco-Depot,WA,997,8187,1,Genki,,,,,,,,,,,,,,,,,0
Circuit Electric Solar,FL,996,8018,1,RyanW,,,,,774,51.6,43,,,,,,,,,,868.6
Titanium Llc,CA,1007,6435,1,Genki,,,,,,,,,,,,,,,,,0
Positive Synergy Llc Dba Havas,AZ,1006,8756,1,Genki,,,,,34.4,,782.6,,,,,,,,,,817
National Energy Partners,NJ,1005,5887,1,RyanW,,,,,,0.86,,,,,,,,,,,0.86
Current Solar--Cod,TX,1004,239,1,Genki,,,,,154.8,,,,,,,,,,,,154.8
Ced - Riverside,MO,1003,3584,1,Guy,,,,,,,,,,,,,,,,,0
Ced - Riverside,KS,1002,3584,1,Guy,,,,,,,,,,,,,,,,,0
Cdl Electric,KS,1001,3584,1,Guy,,,,,,,,,,,,,,,,,0
Bracket Ut,FL,1000,5621,1,RyanW,,,,,43,,86,,,,,,,,,,129
Pm&M Electric Dba Titan Solar,NJ,1010,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Lumio Hx Inc Shop Account,UT,1009,4391,1,Genki,,,,,,,,,,,,,,,,,0
Empower Energy Solutions,RI,1008,4984,1,RyanW,,,,,172,103.2,103.2,,,,,,,,,,378.4
Sun Solar,KS,1014,3584,1,Guy,,,,,172,,,,,,,,,,,,172
Solcius Llc,SC,1013,1132,1,RyanW,,,,,43,,,,,,,,,,,,43
Rochester,NY,1012,4664,1,RyanW,,,,,,,,,,,,,,,,,0
Core Energy,TX,1011,237,1,Genki,,,,,430,,,,,,,,,,,,430
Touch Of Grey Marketing Inc,FL,1018,239,1,RyanW,,,,,,,,,,,,,,,,,0
Solect Energy Development,MA,2472,0,4,RyanW,,,,,,,,,,,,,,,,,0
Smart Home Energy Source Llc,NY,2477,0,4,RyanW,,,,,,,,,,,,,,,,,0
"Palmetto Clean Technology, Inc",NC,1017,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Bayou Blue Construction Llc,TX,1016,237,1,Genki,,,,,,,,,,,,,,,,,0
Adt Solar Llc,CO,1015,1875,1,Genki,,,,,473,,,,,,,,,,,,473
Upscale Energy,CA,1024,8797,1,Genki,,,,,,,,,,,,,,,,,0
Solar Grids,IA,1023,987,1,Guy,,,,,,,,,,,,,,,,,0
Revolution Energy Systems,IA,1022,987,1,Guy,,,,,,1075,,2182.68,,,,,,,,,3257.68
Pure Point Energy Llc,CT,1021,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Mason City - Culver,IA,1020,987,1,Guy,,,,,,,,,,,,,,,,,0
Ecorenos,SC,1019,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Wire Nutz Electrical Services,WA,1031,5971,1,Genki,,,,,,,,,,,,,,,,,0
Total Connect Solutions,FL,1030,5888,1,RyanW,,,,,,,,,,,,,,,,,0
Lunex Power Inc,RI,1029,224,1,RyanW,,,,,,,,,,,,,,,,,0
"J&A Electric Construction, Llc",NY,1028,120,1,RyanW,,,,,,180.6,,,,,,,,,,,180.6
Ies Batteries,ME,1027,4422,1,RyanW,,,,,,,8.6,,,,,,,,,,8.6
Cod/Next Gen Electric,ID,1026,8187,1,Genki,,,,,,,,,,,,,,,,,0
Cod-South Plains Solar,TX,1025,1987,1,Genki,,,,,,,,,,,,,,,,,0
The Solar Guys,KS,1038,3584,1,Guy,,,,,,,,,,,,,,,,,0
Premier Aesthetix Installation,TX,2280,0,2,Genki,,,,,,,,,,,,,,,,,0
Pm & M Electric Dba Titan Sola,NJ,1036,8756,1,RyanW,,,,,,,,,,,,,,,,,0
Green Energy Solutions,FL,1035,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Fluent Solar,MO,1034,3584,1,Guy,,,,,,,,,,,,,,,,,0
Ecovole,TX,1033,3584,1,Genki,,,,,43,,,,,,,,,,,,43
Blue Raven Solar,TX,1032,1987,1,Genki,,,,,602,,,,,,,,,,,,602
Shinnova Solar,KS,1044,3584,1,Guy,,,,,,,,,,,,,,,,,0
Revision Energy Inc,MA,1043,224,1,RyanW,,,,,,,,,,,,,,,,,0
Powur Pbc,NV,1042,6435,1,Genki,,,,,,,430,,,,,,,,,,430
Plug Pv Llc,IL,1041,1045,1,Guy,,,,,,,,,,,,,,,,,0
My Generation Energy,MA,2495,0,4,RyanW,,,,,43,,,,,,,,,,,,43
Modern Concepts,FL,1040,4560,1,RyanW,,,,,,,,,,,,,,,,,0
Blue Raven Solar,WA,1039,8064,1,Genki,,,,,,43,,43,,,,,,,,,86
Synergy Power,CA,1046,5040,1,Genki,,,,,395.6,309.6,,172,,,,,,,,,877.2
Eco Solar Power Llc,TX,1045,3273,1,Genki,,,,,,,,,,,,,,,,,0
Devlin Contracting & Maint Inc,NH,2522,0,4,RyanW,,,,,,,,,,,,,,,,,0
Positive Synergy Llc,AZ,2281,0,2,Genki,,,,,,,,,,,,,,,,,0
Daybreak Install,TX,1049,239,1,Genki,,,,,3068.48,1044.9,430,,,,,,,,,,4543.38
Blue Light Energy Lllc,RI,1048,224,1,RyanW,,,,,129,86,,,,,,,,,,,215
Abernathy Roofing & Solar,MO,1047,3584,1,Guy,,,,,,,,,,,,,,,,,0
Wegner Roofing & Solar,MT,1057,821,1,Genki,,,,,,,,,,,,,,,,,0
Tml International/ Infinity,WA,1056,5971,1,Genki,,,,,,,,,,,,,,,,,0
Sunergy Solutions,RI,1055,224,1,RyanW,,,,,,,,,,,,,,,,,0
Royal Contracting Solutions,MO,1054,3584,1,Guy,,,,,,,,,,,,,,,,,0
"Lumio Hx, Inc",CA,1053,311,1,Genki,,,,,98.9,399.9,,,,,,,,,,,498.8
Lift Energy Construction Inc,CA,1052,311,1,Genki,,,,,17.2,103.2,60.2,,,,,,,,,,180.6
Grand Junction,CO,1051,3584,1,Genki,,,,,,,,,,,,,,,,,0
Solarmotion,CA,1063,7605,1,Genki,,,,,,,,,,,,,,,,,0
Solar Connections,MN,1062,4664,1,Guy,,,,,,,,,,,,,,,,,0
New York Solar Maintenance/Cod,MD,1061,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Greenstar Power Llc,CO,1060,6026,1,Genki,,,,,73.1,86,,,,,,,,,,,159.1
Core Energy,FL,1059,4560,1,RyanW,,,,,,,60.2,,,,,,,,,,60.2
The Green Panel,MI,1068,960,1,Guy,,,,,1720,2236,,,,,,,,,,,3956
Pacific Energy Network  Llc Db,MO,1066,6435,1,Guy,,,,,,,,,,,,,,,,,0
Pacific Energy Network  Llc Db,KS,1067,6435,1,Guy,,,,,,,,,,,,,,,,,0
J Sun Pv,KS,1065,3584,1,Guy,,,,,,,,,,,,,,,,,0
Adt Solar Llc,NM,1064,148,1,Genki,,,,,,,,,,,,,,,,,0
Tephra Solar Llc,FL,1070,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Centauri Systems Llc,MN,1069,4664,1,Guy,,,,,215,,,,,,,,,,,,215
