Year_Qtr,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Customer,State,Cust_ID,PC #
2024_Q1,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2024_Q2,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2024_Q3,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2024_Q4,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2025_Q1,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2025_Q2,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2025_Q3,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2025_Q4,,,,,,,,,,,,,,,,,Wilkes-Barre,PA,2620,
2022_Q1,1070.2,,,,,,,,,,,,,,,,United Better Homes,MA,222,
2022_Q2,,5504,,,,,,,,,,,,,,,United Better Homes,MA,222,
2022_Q3,,,7267,,,,,,,,,,,,,,United Better Homes,MA,222,
2022_Q4,,,,5676,,,,,,,,,,,,,United Better Homes,MA,222,
2023_Q1,,,,,5185.2,,,,,,,,,,,,United Better Homes,MA,222,
2023_Q2,,,,,,3576.6,,,,,,,,,,,United Better Homes,MA,222,
2023_Q3,,,,,,,2420.6,,,,,,,,,,United Better Homes,MA,222,
2023_Q4,,,,,,,,5352.8,,,,,,,,,United Better Homes,MA,222,
2024_Q1,,,,,,,,,3698,,,,,,,,United Better Homes,MA,222,
2024_Q2,,,,,,,,,,3329.6,,,,,,,United Better Homes,MA,222,
2024_Q3,,,,,,,,,,,11616,,,,,,United Better Homes,MA,222,
2024_Q4,,,,,,,,,,,,10022,,,,,United Better Homes,MA,222,
2025_Q1,,,,,,,,,,,,,8225.2,,,,United Better Homes,MA,222,
2025_Q2,,,,,,,,,,,,,,3096,,,United Better Homes,MA,222,
2025_Q3,,,,,,,,,,,,,,,4042,,United Better Homes,MA,222,
2025_Q4,,,,,,,,,,,,,,,,602,United Better Homes,MA,222,
2022_Q1,29,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2022_Q2,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2022_Q3,,,172,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2022_Q4,,,,1869,,,,,,,,,,,,,Summit Energy Group,MA,221,
2023_Q1,,,,,43,,,,,,,,,,,,Summit Energy Group,MA,221,
2023_Q2,,,,,,580,,,,,,,,,,,Summit Energy Group,MA,221,
2023_Q3,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2023_Q4,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2024_Q1,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2024_Q2,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2024_Q3,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2024_Q4,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2025_Q1,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2025_Q2,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2025_Q3,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2025_Q4,,,,,,,,,,,,,,,,,Summit Energy Group,MA,221,
2022_Q1,7.2,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2022_Q2,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2022_Q3,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2022_Q4,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2023_Q1,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2023_Q2,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2023_Q3,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2023_Q4,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2024_Q1,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2024_Q2,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2024_Q3,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2024_Q4,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2025_Q1,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2025_Q2,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2025_Q3,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2025_Q4,,,,,,,,,,,,,,,,,Solar My Home,FL,220,
2022_Q1,1276,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2022_Q2,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2022_Q3,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2022_Q4,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2023_Q1,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2023_Q2,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2023_Q3,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2023_Q4,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2024_Q1,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2024_Q2,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2024_Q3,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2024_Q4,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2025_Q1,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2025_Q2,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2025_Q3,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2025_Q4,,,,,,,,,,,,,,,,,Rising Sun Epc,OK,219,
2022_Q1,83,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2022_Q2,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2022_Q3,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2022_Q4,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2023_Q1,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2023_Q2,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2023_Q3,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2023_Q4,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2024_Q1,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2024_Q2,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2024_Q3,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2024_Q4,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2025_Q1,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2025_Q2,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2025_Q3,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2025_Q4,,,,,,,,,,,,,,,,,Milholland Electric,NM,218,
2022_Q1,1014.8,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2022_Q2,,1827.21,,,,,,,,,,,,,,,Grne Solar,IA,217,
2022_Q3,,,839.72,,,,,,,,,,,,,,Grne Solar,IA,217,
2022_Q4,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2023_Q1,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2023_Q2,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2023_Q3,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2023_Q4,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2024_Q1,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2024_Q2,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2024_Q3,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2024_Q4,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2025_Q1,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2025_Q2,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2025_Q3,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2025_Q4,,,,,,,,,,,,,,,,,Grne Solar,IA,217,
2022_Q1,3572.4,,,,,,,,,,,,,,,,Great Sky,MA,216,
2022_Q2,,4734.6,,,,,,,,,,,,,,,Great Sky,MA,216,
2022_Q3,,,4854.7,,,,,,,,,,,,,,Great Sky,MA,216,
2022_Q4,,,,3167.4,,,,,,,,,,,,,Great Sky,MA,216,
2023_Q1,,,,,6021.4,,,,,,,,,,,,Great Sky,MA,216,
2023_Q2,,,,,,8929.9,,,,,,,,,,,Great Sky,MA,216,
2023_Q3,,,,,,,5873.3,,,,,,,,,,Great Sky,MA,216,
2023_Q4,,,,,,,,6241.2,,,,,,,,,Great Sky,MA,216,
2024_Q1,,,,,,,,,2852.8,,,,,,,,Great Sky,MA,216,
2024_Q2,,,,,,,,,,,,,,,,,Great Sky,MA,216,
2024_Q3,,,,,,,,,,,157.85,,,,,,Great Sky,MA,216,
2024_Q4,,,,,,,,,,,,90.2,,,,,Great Sky,MA,216,
2025_Q1,,,,,,,,,,,,,451,,,,Great Sky,MA,216,
2025_Q2,,,,,,,,,,,,,,,,,Great Sky,MA,216,
2025_Q3,,,,,,,,,,,,,,,,,Great Sky,MA,216,
2025_Q4,,,,,,,,,,,,,,,,,Great Sky,MA,216,
2022_Q1,371,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2022_Q2,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2022_Q3,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2022_Q4,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2023_Q1,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2023_Q2,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2023_Q3,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2023_Q4,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2024_Q1,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2024_Q2,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2024_Q3,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2024_Q4,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2025_Q1,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2025_Q2,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2025_Q3,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2025_Q4,,,,,,,,,,,,,,,,,Sunwatt Energy,NM,234,
2022_Q1,113.2,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2022_Q2,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2022_Q3,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2022_Q4,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2023_Q1,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2023_Q2,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2023_Q3,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2023_Q4,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2024_Q1,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2024_Q2,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2024_Q3,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2024_Q4,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2025_Q1,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2025_Q2,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2025_Q3,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2025_Q4,,,,,,,,,,,,,,,,,Solar Cen Tex,TX,233,
2022_Q1,45.1,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2022_Q2,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2022_Q3,,,266.4,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2022_Q4,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2023_Q1,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2023_Q2,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2023_Q3,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2023_Q4,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2024_Q1,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2024_Q2,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2024_Q3,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2024_Q4,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2025_Q1,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2025_Q2,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2025_Q3,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2025_Q4,,,,,,,,,,,,,,,,,Solar Advantage Llc,FL,232,
2022_Q1,37.19,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2022_Q2,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2022_Q3,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2022_Q4,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2023_Q1,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2023_Q2,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2023_Q3,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2023_Q4,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2024_Q1,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2024_Q2,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2024_Q3,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2024_Q4,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2025_Q1,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2025_Q2,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2025_Q3,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2025_Q4,,,,,,,,,,,,,,,,,Premier Renewables Llc,CO,231,
2022_Q1,104.4,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2022_Q2,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2022_Q3,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2022_Q4,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2023_Q1,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2023_Q2,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2023_Q3,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2023_Q4,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2024_Q1,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2024_Q2,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2024_Q3,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2024_Q4,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2025_Q1,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2025_Q2,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2025_Q3,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2025_Q4,,,,,,,,,,,,,,,,,Larsun Solar Llc,CA,230,
2022_Q1,34,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2022_Q2,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2022_Q3,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2022_Q4,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2023_Q1,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2023_Q2,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2023_Q3,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2023_Q4,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2024_Q1,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2024_Q2,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2024_Q3,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2024_Q4,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2025_Q1,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2025_Q2,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2025_Q3,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2025_Q4,,,,,,,,,,,,,,,,,Krannich Solar East Llc,NJ,229,
2022_Q1,807.6,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2022_Q2,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2022_Q3,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2022_Q4,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2023_Q1,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2023_Q2,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2023_Q3,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2023_Q4,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2024_Q1,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2024_Q2,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2024_Q3,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2024_Q4,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2025_Q1,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2025_Q2,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2025_Q3,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2025_Q4,,,,,,,,,,,,,,,,,Hurricane Heroes,FL,228,
2022_Q1,1232.1,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2022_Q2,,1332,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2022_Q3,,,1332,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2022_Q4,,,,906.6,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2023_Q1,,,,,292.2,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2023_Q2,,,,,,9,,,,,,,,,,,Go Green Industries Inc,MA,227,
2023_Q3,,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2023_Q4,,,,,,,,373.8,,,,,,,,,Go Green Industries Inc,MA,227,
2024_Q1,,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2024_Q2,,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2024_Q3,,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2024_Q4,,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2025_Q1,,,,,,,,,,,,,270.6,,,,Go Green Industries Inc,MA,227,
2025_Q2,,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2025_Q3,,,,,,,,,,,,,,,61.6,,Go Green Industries Inc,MA,227,
2025_Q4,,,,,,,,,,,,,,,,,Go Green Industries Inc,MA,227,
2022_Q1,612.24,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2022_Q2,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2022_Q3,,,40.49,,,,,,,,,,,,,,Cod Sales,NC,226,
2022_Q4,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2023_Q1,,,,,1595.2,,,,,,,,,,,,Cod Sales,NC,226,
2023_Q2,,,,,,264.22,,,,,,,,,,,Cod Sales,NC,226,
2023_Q3,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2023_Q4,,,,,,,,499.6,,,,,,,,,Cod Sales,NC,226,
2024_Q1,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2024_Q2,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2024_Q3,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2024_Q4,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2025_Q1,,,,,,,,,,,,,8.28,,,,Cod Sales,NC,226,
2025_Q2,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2025_Q3,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2025_Q4,,,,,,,,,,,,,,,,,Cod Sales,NC,226,
2022_Q1,504,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2022_Q2,,360,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2022_Q3,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2022_Q4,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2023_Q1,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2023_Q2,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2023_Q3,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2023_Q4,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2024_Q1,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2024_Q2,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2024_Q3,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2024_Q4,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2025_Q1,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2025_Q2,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2025_Q3,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2025_Q4,,,,,,,,,,,,,,,,,Ced - Vineland,MD,225,
2022_Q1,215,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2022_Q2,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2022_Q3,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2022_Q4,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2023_Q1,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2023_Q2,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2023_Q3,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2023_Q4,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2024_Q1,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2024_Q2,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2024_Q3,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2024_Q4,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2025_Q1,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2025_Q2,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2025_Q3,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2025_Q4,,,,,,,,,,,,,,,,,Ced - Riverside,CA,224,
2022_Q1,158,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2022_Q2,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2022_Q3,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2022_Q4,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2023_Q1,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2023_Q2,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2023_Q3,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2023_Q4,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2024_Q1,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2024_Q2,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2024_Q3,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2024_Q4,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2025_Q1,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2025_Q2,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2025_Q3,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2025_Q4,,,,,,,,,,,,,,,,,Carbon Recall Chattanooga,TN,223,
2022_Q1,166,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2022_Q2,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2022_Q3,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2022_Q4,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2023_Q1,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2023_Q2,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2023_Q3,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2023_Q4,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2024_Q1,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2024_Q2,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2024_Q3,,,,,,,,,,,180.4,,,,,,Sunshine Renewable Solutions S,TX,238,
2024_Q4,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2025_Q1,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2025_Q2,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2025_Q3,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2025_Q4,,,,,,,,,,,,,,,,,Sunshine Renewable Solutions S,TX,238,
2022_Q1,2453.2,,,,,,,,,,,,,,,,Solar Five,MA,237,
2022_Q2,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2022_Q3,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2022_Q4,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2023_Q1,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2023_Q2,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2023_Q3,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2023_Q4,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2024_Q1,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2024_Q2,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2024_Q3,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2024_Q4,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2025_Q1,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2025_Q2,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2025_Q3,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2025_Q4,,,,,,,,,,,,,,,,,Solar Five,MA,237,
2022_Q1,580,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2022_Q2,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2022_Q3,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2022_Q4,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2023_Q1,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2023_Q2,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2023_Q3,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2023_Q4,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2024_Q1,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
2024_Q2,,,,,,,,,,,,,,,,,Infinium Solar,CA,236,
