Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Total
Cod Sales,IL,647,4950,1,Guy,,415,332,332,830,332,913,,,180.4,,90.2,,90.2,,315.7,3830.5
Burke Electric,CA,646,6435,1,Genki,,,,,,,,,,,,,,,,,0
Solar Me,NJ,659,5887,1,RyanW,,33.2,145.25,228.25,41.5,24.9,66.4,586.9,,45.1,,,,,22.55,27.06,1221.11
Renewable Energy Solutions Llc,RI,658,224,1,RyanW,,332,,,,,,,,,,,,,,,332
Kaw Valley,MO,657,3584,1,Guy,,83,,,,,,,,,,,,,,,83
Ji Electric,CA,656,6435,1,Genki,,,,,,,,,,,,90.2,,,,,90.2
Elevated Independent Energy,CO,655,1875,1,Genki,,45.65,,49.8,,33.2,,,,13.53,,,,,,,142.18
Deca,TX,654,237,1,Genki,,668.15,,,,,,,,,,,,,,,668.15
Cod Sales - Auburn,RI,653,224,1,RyanW,,498,166,83,,,,,,,,,,,,,747
Psalm 112 Llc Dba Tucson Solar,AZ,664,8756,1,Genki,,83,,,,,,,,,,,,,,,83
Powerfactor,MD,663,9106,1,RyanW,,41.5,,,166,,,,360.8,,,,,,,,568.3
Novasource In Care Of Sst Cons,CO,662,1875,1,Genki,,4.15,,,,,,,,,,,,,,,4.15
Fobare & Co.,NY,661,120,1,RyanW,,307.1,,,,,,,,,,,,,,,307.1
Apex Solar Power Llc,MA,660,224,1,RyanW,,332,,,,83,,,,,,,,,,,415
Tephra Solar,CO,668,1127,1,Genki,,12.45,4.15,,91.3,20.75,20.75,12.45,12.45,,8.3,4.15,4.51,13.53,,,204.79
Solar Sam Dba Show Me Star Ene,MO,667,3584,1,Guy,,2614.5,751.15,,,,,,,,,,,,,,3365.65
Manahawki 14,NJ,2625,0,5,RyanW,,,,,,,,,,,,,,,,,0
Lifetime Solar,IA,666,3584,1,Guy,,,,,,,,,,,,,,,,,0
Azimuth Renewable Energy,CT,665,5887,1,RyanW,,12.45,,,,,,,,,,,,,,,12.45
Sustainable Energy Group,CA,676,6552,1,Genki,,302.95,,1162,,,,,,,,90.2,,,,,1555.15
Solar Energy World,NJ,675,5887,1,RyanW,,49.8,,103.75,738.7,132.8,1029.2,315.4,87.32,,,,,,,,2456.97
Michigan Solar And Roofing,IA,674,987,1,Guy,,3755.75,,,,,,,,,,,,,,,3755.75
Harness Power (Formerly Larsun,CA,673,6435,1,Genki,,199.2,842.45,207.5,182.6,,,,,,,,,,,,1431.75
Grne Solar,IN,672,1045,1,Guy,,415,,2905,,,,,,,,,,,,,3320
Gansett Solar Llc,RI,671,224,1,RyanW,,249,249,2863.5,,,,,,,,,,,,,3361.5
Cod-Home Improvement,FL,670,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Adt Solar,OH,669,1045,1,Guy,,,,,,,,,,,,,,,,,0
Vision Solar,TX,682,236,1,Genki,,2490,1660,5644,,,332,,,,,,,,,,10126
Sunsmart Technologies,MO,681,3584,1,Guy,,,,,,,,,,,,,,,,,0
Sige Solar,IN,680,1045,1,Guy,,215.8,,,,,,,,,,,,,,,215.8
Lifetime Solar,MO,679,3584,1,Guy,,,,332,,,,,,,,,,,,,332
Celestar Solar,IL,678,1045,1,Guy,,41.5,,498,,415,,,,,,,,,,,954.5
Barrett Solar,MO,677,3584,1,Guy,,,,,,,232.4,,,,,,,,,,232.4
Volt Solar Solutions,FL,690,8618,1,RyanW,,,1162,,,,,,,,,,,,,,1162
Sunbadger Solar Llc,WI,689,1045,1,Guy,,3320,913,,,,,,,,,,,,,,4233
Sunbadger Solar Llc,MN,688,1045,1,Guy,,1660,,,,,,,,,,,,,,,1660
Solar Specialist Inc,FL,687,5621,1,RyanW,,415,3237,1328,664,415,249,672.05,541.2,541.2,586.3,360.8,270.6,270.6,,,9550.75
Sige Solar,IL,686,1045,1,Guy,,,,,,,,,,,,,,,,,0
Cod-The Solar Exchange,AZ,685,8756,1,Genki,,664,332,996,1328,332,996,,,,,,,,,,4648
Cod Sales - Auburn,MA,684,224,1,RyanW,,2531.5,871.5,788.5,1178.6,1743,3237,4980,83,180.4,360.8,,,1082.4,387.86,1082.4,18506.96
Ced Austin Gt,TX,683,1045,1,Genki,,,,,,,,,,,,,,,,,0
Zenith/Deca,TX,696,236,1,Genki,,,4150,249,207.5,,,,,,,,,,,,4606.5
Velocity Energy & Home Solutio,NJ,695,5887,1,RyanW,,,,8.3,4.15,,,,,,,,,,,,12.45
Sunwind Llc,MA,2464,0,4,RyanW,,166,,,249,,747,415,,,,249,,,270.6,,2096.6
"Reanimate Roofing, Solar & Wat",NJ,2267,0,2,RyanW,,,,,,,,,,,,,,,,,0
Ionix Solar,CO,693,1875,1,Genki,,12.45,,,,,,,,,,,,,,,12.45
"Fluent Solar, Llc",NC,692,6058,1,RyanW,,6187.65,713.8,,,,,,,,,,,,,,6901.45
**Cod** Grity Power,CO,691,6026,1,Genki,,4.15,,,,,,,,,,,,,,,4.15
Williamson Roofing/Renergy,TX,699,239,1,Genki,,290.5,,,,,,,,,,,,,,,290.5
4pro,FL,698,5621,1,RyanW,,332,249,232.4,207.5,415,485.55,,,,,,,,,,1921.45
**Cod** Glaser Solar Inc.,CO,697,1875,1,Genki,,12.45,,,,,,,,,,,,,,,12.45
Solar Grids Quad Cities,IA,704,987,1,Guy,,332,,,,,,,,,,,,,,,332
Phillipsb 24,NJ,2622,0,5,RyanW,,,3087.6,664,415,,,,,,924.55,,,,,,5091.15
"Palmetto Clean Technology, Inc",NC,703,6058,1,RyanW,,24.9,747,,,,,,,,,,,,,,771.9
Lumio Hx Inc.,TX,702,3273,1,Genki,,1037.5,6308,2656,7470,2324,,,,,1141.03,,,,,,20936.53
Home Pros Of America Llc,FL,701,8018,1,RyanW,,498,,,,,,,,,,,,,,,498
Cod-Trinity Electrical Contrac,TX,700,1987,1,Genki,,91.3,,,,,,,,,,,,,,,91.3
Renewable Energy Services Of N,RI,705,224,1,RyanW,,2739,,332,,,,,,,,,,,,,3071
Solar Tech Elec,FL,709,8618,1,RyanW,,24.9,,,,,,,,,,,,,,,24.9
Sbs Solar Inc.,MT,708,821,1,Genki,,12636,,,,,10624,,,,,,,,,,23260
Energy Monster,MA,2512,0,4,RyanW,,166,,,166,166,,166,415,,,,,,,,1079
Daylight Electrical,TX,707,1987,1,Genki,,489.7,,,481.4,,,,,,,,,,,,971.1
Cod Sales Stroudsburg,PA,706,8460,1,RyanW,,124.5,,,,,,,,,,,,,90.2,,214.7
Valley Solar Llc,MA,714,224,1,RyanW,,1141.25,722.1,1846.75,3984,2573,435.75,1826,830,534,,,,,428.45,,14321.3
Missouri Solar Solutions,MO,713,3584,1,Guy,,166,,,,,,,,,,332,,,,,498
G1:3solar,OK,712,5364,1,Guy,,315.4,356.9,1601.9,1543.8,332,415,249,,,36.08,63.14,54.12,,,,4967.34
Consolidated Electrical Dist. ,CA,711,7605,1,Genki,,,,,,,,,,,,,,,,,0
Alternative Electrical Contrac,TX,710,1987,1,Genki,,83,,,,,,,,,,,,,,,83
Energy Consultants Group,IA,719,987,1,Guy,,41.5,,,,,,,,,,,,,,,41.5
Cod - Solar Consolidated,FL,718,8018,1,RyanW,,83,,,,,,,,,,,,,,,83
Buffalo Solar Solutions Inc,NY,717,6462,1,RyanW,,83,49.8,,,178.45,,,,,,,,,,,311.25
American Solar Repair,NY,716,9106,1,RyanW,,996,,,,,1162,1162,,,,,,,,,3320
Adt Solar,IL,715,1045,1,Guy,,1660,2075,4233,,,,,,,,,,,,,7968
Whitman Construction,NJ,2268,0,2,RyanW,,680.4,,,,,,,,,,,,,,,680.4
Obsidian Solar,TX,720,3273,1,Genki,,4112.65,8681.8,6992.75,3012.9,7739.75,2119.34,2880.1,,,,,,,,,35539.29
Sunlectric,CA,725,8797,1,Genki,,249,,,,,,,,,,,,,,,249
Iq Power Llc,FL,724,5621,1,RyanW,,,,249,,498,,,189.42,90.2,,,,,,,1026.62
Infinity Energy,ID,723,5040,1,Genki,,,,,,,,,,,,,,,,,0
Daybreak Install,FL,722,239,1,RyanW,,,,,,,,,,,,,,,,,0
Samba Energy,NY,728,8460,1,RyanW,,249,,,,,,,,,,,,,333.74,,582.74
Florida Eco Electric Llc,FL,727,5888,1,RyanW,,,,,,,,,,,,,,,,,0
**Cod** Thor Electric Llc,CO,726,1875,1,Genki,,16.6,,,,,,,,,,,,,,,16.6
Titan Solar,FL,734,4560,1,RyanW,,,,,,,,,,,,,,,,,0
Solcius Llc,UT,733,181,1,Genki,,996,,777.6,,,1555.2,,,,,,,,,,3328.8
Rising Sun,TX,732,3273,1,Genki,,207.5,,,,,,,,,,,,,,,207.5
Green Solar Technologies,AR,731,236,1,Guy,,149.4,,,,,,,,,,,,,,,149.4
"Fresh Coast Solar, Llc",IL,730,1045,1,Guy,,415,415,415,,415,,1992,1281,135.3,2615.8,90.2,,180.4,,902,8856.7
Excel Home Solar,FL,729,8018,1,RyanW,,,1093.2,249,,,,,,,,,,,,,1342.2
Savant,MA,739,224,1,RyanW,,332,,,,,,,,,,,,,,,332
Power Guru,VT,738,120,1,RyanW,,265.6,,107.9,,,,,,,,,,,,,373.5
Paradise Energy Solutions,NY,737,6462,1,RyanW,,166,,,,,,,,,415,,,,,,581
Homeowner/ 1 Time Sale,MO,736,3584,1,Guy,,,,,,,,,,,,,,,,,0
Future Energy Solar,MA,735,224,1,RyanW,,332,522.9,1909,,,,,,,,,,,,,2763.9
"Sed Inc, Dba Greenspark Solar",NY,744,6462,1,RyanW,,448.2,,,332,332,622.5,,,,,,,,,,1734.7
Kruestzfeldt Construction,CA,743,7953,1,Genki,,145.25,,,83,415,,,,,49.8,,,,,,693.05
Excel Home Solar,MO,742,6640,1,Guy,,,,,,,,,,,,,,,,,0
Cod - Solar Tech Elec,FL,741,8018,1,RyanW,,83,,,,,,,,,,,,,,,83
American Power-Cod,TX,740,236,1,Genki,,,,,,,,,,,,,,,,,0
Texas Best Solar Llc,TX,2269,0,2,Genki,,97.2,,291.6,,,,,,,,,,,,,388.8
Seamless Solar,NY,748,120,1,RyanW,,486,,,,,,,,,,,,,,,486
Nuwatt Energy,MA,747,224,1,RyanW,,124.5,332,224.1,,249,1162,332,664,,478.06,,,,,135.3,3700.96
New England Clean Energy,MA,746,224,1,RyanW,,664,207.5,3759.9,10453.85,1079,,954.5,,,,,,541.2,,,17659.95
Azimuth Renewable Energy,NJ,745,5887,1,RyanW,,33.2,175.34,,,,,,13.53,,,,,,,,222.07
West Bay Energy,FL,759,8618,1,RyanW,,249,83,,99.6,,,249,,,,,,,,,680.6
"Sun Services Usa, Llc",AZ,758,8756,1,Genki,,2033.5,2490,1162,3585.6,207.5,,415,,,,,90.2,,,,9983.8
Proud American,CO,757,1127,1,Genki,,8.3,20.75,,,,,,,,,4.15,,,,,33.2
Powerbill Solutions Llc,FL,756,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Power Guru,NY,755,120,1,RyanW,,698.95,41.5,,,,,,,,,,,,,,740.45
My Roof Usa,TX,754,237,1,Genki,,249,,,,,,,,,,,,,,,249
Lippolis Electric,CT,753,1670,1,RyanW,,332,415,,747,,,,,,,,,,,,1494
Excel Home Solar,IL,752,6640,1,Guy,,830,,,,53.95,,,,,,,,,,,883.95
Cod - Noble Solar,VA,751,6408,1,RyanW,,199.2,207.5,,,,,,,,,,,,,,406.7
American Solar Repair,MD,750,9106,1,RyanW,,996,2407,8088.35,4316,7221,19837,5589.8,2261.08,4342.25,1262.8,,,,,,56321.28
Cod-Roofnow,TX,761,1987,1,Genki,,249,,,,,,,,,,,,,,,249
Bluesky,MN,760,4664,1,Guy,,116.64,,,,,,41.5,,,,,,,,,158.14
"Palmetto Clean Technology, Inc",MD,765,9106,1,RyanW,,207.5,,,,,,,,,,,,,,,207.5
Natural Power Sources Dba Sunt,CO,764,1875,1,Genki,,20.75,,,,,,,,,,,,,,,20.75
Marc Jones Const. Llc Dba Sunp,CO,763,1875,1,Genki,,,,,,,,,,,,,,,,,0
Ced - San Luis Obispo,CA,762,8618,1,Genki,,332,,,,,,,,,,,,,,,332
Sun Dial Solar,NH,771,4991,1,RyanW,,149.4,,2075,3652,2490,332,249,189.8,387.86,478.06,,4.51,,,,10007.63
Sky Power Arizona Llc,AZ,770,8756,1,Genki,,498,,,,,,,,,,,,,,,498
"Rethink Electric, Llc.",IL,769,1045,1,Guy,,323.7,2075,,2075,,,,,,,,,,,,4473.7
Moxie,IA,768,987,1,Guy,,,,,,,,,,,,,,,,,0
Great Sky,NH,767,224,1,RyanW,,83,,,,,,249,,,,,,,,,332
Empower Solar,CA,766,8797,1,Genki,,415,4216.4,,,,,,,,,,,,,,4631.4
Smart Green Inc,MA,775,224,1,RyanW,,622.5,1236.7,207.5,1079,664,581,3768.2,166,360.8,,,,,,,8685.7
Plug Pv Llc,MA,774,224,1,RyanW,,996,2075,2905,2324,1992,1660,,,,,,,,,,11952
"Green Seal Environmental, Inc",MA,773,224,1,RyanW,,83,,,,,,,,,,,,,,,83
Ecomark Sales Inc.,CO,772,1875,1,Genki,,12.45,,,,,,,,,,,,,,,12.45
Etd Solar Services Llc,FL,778,8018,1,RyanW,,99.6,,,83,,,,,,,,,,,,182.6
Cod - Tampa Bay Solar,FL,777,8618,1,RyanW,,,,,,,,,,,,,,,,,0
Blue Horizon Energy,MN,776,4664,1,Guy,,103.75,,,,,,,,,,,,,,,103.75
South Coast Solar,LA,780,1132,1,RyanW,,830,,,,,,,,,,,,,,,830
Efficient Home Services Of Tex,TX,779,237,1,Genki,,199.2,3245.3,,,,,,,,,,,,,,3444.5
Hudson River Solar,MA,782,120,1,RyanW,,602.64,,,,,,,,,,,,,,,602.64
3d Energy,FL,781,5621,1,RyanW,,83,,,572.7,,,,,,,,,,,,655.7
Payoli Llc,FL,788,4560,1,RyanW,,124.5,929.6,2108.2,1269.9,,,,,,,,,,,,4432.2
New England Clean Energy,RI,787,224,1,RyanW,,332,83,,747,332,,,,,,,,,,,1494
Green Box Solar,UT,786,6692,1,Genki,,364.5,,486,,,,,,,,,,,,,850.5
Cod Only,FL,785,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Accord Power,NJ,784,5887,1,RyanW,,66.4,16.6,,,,,,,,16.6,,,,,,99.6
"Plugpv, Llc",NY,791,120,1,RyanW,,291.6,997.1,,622.5,,,415,,,,,,,,,2326.2
Morval Corporation,TX,790,1987,1,Genki,,166,,,,,,,,,,,,,,,166
Icon Energy,CO,789,1127,1,Genki,,,,,,,,,,,,,,,,,0
Emt Renewables Llc *,NJ,2514,0,4,RyanW,,,,,415,,332,,332,664,1162,,,,,,2905
Titus Roofing And Solar,MO,795,3584,1,Guy,,435.75,,684.75,,,83,,,,,,,,,,1203.5
Sustulis,MT,794,821,1,Genki,,12.45,16.6,,16.6,,,,,,,,,,,,45.65
Monument Solar,TX,793,237,1,Genki,,83,,,,,,,,,,,,,,,83
Cod Sales,AL,792,5888,1,RyanW,,166,,,,,,,,,,,,,,,166
Sustainable Energy & Lighting ,NC,801,6058,1,RyanW,,,,747,,,,,,,,,,,,,747
Sun Valley Renewables,KS,800,3584,1,Guy,,332,,,,,,,,,,,,,,,332
Solar Installation Group (Sig),CA,799,8797,1,Genki,,830,830,2656,,1328,,3160.8,,,,,,,,,8804.8
Independent Power Systems,MT,798,821,1,Genki,,,4141.7,3237,2431.9,2224.4,273.9,,,,,,,,,,12308.9
Florida Electric And Solar,FL,797,5888,1,RyanW,,,,,,,,,,,,,,,,,0
Ec Company,OR,796,5971,1,Genki,,132.8,49.8,,,,,,,,,,,,,,182.6
Superior Solar Usa,NY,806,1670,1,RyanW,,514.6,,,,,,,,,,,,,,,514.6
"Sunrgy, Llc",FL,805,5888,1,RyanW,,,,,,,,,,,,,,,,,0
Sun4,FL,804,4560,1,RyanW,,415,,,,,,,,,,,,,,,415
Cs Elite Llc,CA,803,6435,1,Genki,,332,83,,,,,,,,,,,,,,415
Adt Solar,CO,802,1875,1,Genki,,20.75,,,,,,,,,,,,,,,20.75
Solcius Utah,UT,813,6612,1,Genki,,415,,,,,,,,,,,,,,,415
Santa Energy,CT,812,1670,1,RyanW,,166,,3701.8,1577,,,,,,,,,,,,5444.8
"Palmetto Clean Technology, Inc",MI,811,960,1,Guy,,62.25,249,,,,,,,,,,,,,,311.25
Obsidian Solar,AR,810,3273,1,Guy,,498,,,,,,,,,,,,,,,498
New Wave Power,TX,809,236,1,Genki,,,,,,,,,,,,,,,,,0
Jordan Solar,MT,808,4639,1,Genki,,1458,1245,,,2490,1245,,,,,,,,,676.5,7114.5
Bozeman Green Build,MT,807,821,1,Genki,,20.75,,,,,,,,,,,,,,,20.75
Waldo Renewable Eletric,CT,819,4984,1,RyanW,,8.3,,,,,,,,,,,,,,,8.3
Tac Solar & Ac,TX,818,237,1,Genki,,332,4183.2,5021.5,464.8,,,,,,,,,,,,10001.5
Professional Electrical Servic,FL,817,5621,1,RyanW,,332,,228.25,1909,,,1336.3,135.3,721.6,,496.1,90.2,225.5,225.5,,5699.75
Dawn To Dusk Solar,TX,816,237,1,Genki,,,,,,,,,,,,,,,,,0
Cod - Sales,IN,815,1045,1,Guy,,24.9,107.9,,,,199.2,,,112.75,,,,,,,444.75
Adt Solar,FL,814,8618,1,RyanW,,,332,,,,,,,,,,,,,,332
Zenith Security Dba Deca,TX,824,239,1,Genki,,1162,2780.5,1328,1494,,,,,,,,,,,,6764.5
Elbac Solar (Freestar Inc),CA,822,6435,1,Genki,,,,,,,,,,,,,,,,,0
East Coast Metal Roofing,MA,2270,0,2,RyanW,,1166.4,2332.8,2332.8,2332.8,,3888,,1944,1944,1944,,,,,,17884.8
Cod - Sales,IL,821,1045,1,Guy,,166,821.7,1261.6,,,,,,,,,,,,,2249.3
Avisun Renewable Energy Llc,OH,820,120,1,Guy,,332,332,,,,,,,,,,,,,,664
Volt Solar Solutions,MD,826,9106,1,RyanW,,83,622.5,415,,,,,,,,,,,,,1120.5
Nu Look Solar,VA,825,9106,1,RyanW,,,,,249,,,,,,,,,,,,249
Sundial Solar Llc,AZ,830,8756,1,Genki,,,373.5,,,,,,,,,,,,,,373.5
Lg Solar Llc,TX,829,237,1,Genki,,,664,,,,99.6,,360.8,,,,,,,,1124.4
Green2electric Inc,MN,828,4664,1,Guy,,,,,,,,,,,,,,,,,0
Az Solar Wave,AZ,827,8756,1,Genki,,,99.6,,,,,,,,,,,,,,99.6
Solcius Llc,TX,833,237,1,Genki,,,927.2,,,,,,,,,,,,,,927.2
Midwest Electric Solar Llc,KS,832,3584,1,Guy,,,249,,,,,,,,,,,,,,249
Kc Solar,MO,831,3584,1,Guy,,,439.9,273.9,,,,,,,,,,,,,713.8
I.n.o Electric Service,MA,2503,0,4,RyanW,,,0,83,,,,415,,332,,,,,,,830
Phase Out Electric,CT,835,4984,1,RyanW,,,174.3,1245,996,996,,3735,,4329.6,,5502.2,5222.58,6314,3878.6,1172.6,33565.88
603 Solar Llc,ME,834,224,1,RyanW,,,647.4,,83,,,,,,,,,,,,730.4
Solar Construction,FL,841,4560,1,RyanW,,,,,,,,,,,,,,,,,0
New York Solar Maintenance/Cod,NY,839,5887,1,RyanW,,,78.85,170.15,24.9,136.95,,,,,,,,,,,410.85
New York Solar Maintenance/Cod,CT,840,5887,1,RyanW,,,103.75,269.75,49.8,33.2,,,,,,,,,,,456.5
Fluent Solar,NC,837,6058,1,RyanW,,,11051.45,7316.45,5216.55,203.35,,,,,,,,,,,23787.8
Fluent Solar,CO,838,1875,1,Genki,,,,,,,,,,,,,,,,,0
All Phase Construction,FL,836,4560,1,RyanW,,,767.75,,,,,,,,,,,,,,767.75
"The Boston Solar Co., Inc.*",MA,2462,0,4,RyanW,,,996,415,996,1577,,1245,,,,,,,173.2,,5402.2
Degrave's Electric,CO,843,6026,1,Genki,,,8.3,8.3,,,,,,,,,,,,,16.6
Adt Solar Llc,NC,842,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Renewable Energy Solutions Llc,RI,2484,0,4,RyanW,,,166,,,,,,,,,,,,,,166
Pure Energy Inc.,CO,847,1127,1,Genki,,,24.9,,8.3,37.35,,,,,,,,,,,70.55
Powur Pbc,NJ,846,5887,1,RyanW,,,,,,,,,,,,,,,,,0
"Infenergy, Llc",FL,845,8618,1,RyanW,,,1328,664,,,,,,,,,,,,,1992
Good Energy Solutions,KS,844,3584,1,Guy,,,415,332,664,,,,,180.4,,,,,,,1591.4
New Columbia Solar,MD,854,9106,1,RyanW,,,415,,,,,,,,,,,,,,415
Lgcy Power,NC,853,4950,1,RyanW,,,,,,,,,,,,,,,180.4,,180.4
Hytek Energy-Cod,NJ,852,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Exact Solar,NJ,851,5887,1,RyanW,,,4.15,33.2,,,,,,211.97,117.26,,,,36.08,,402.66
"Electrical Systems Solutions, ",WA,850,8064,1,Genki,,,2241,4067,913,5561,,913,,,,,,,,,13695
Cranbury,NJ,2631,0,5,RyanW,,,332,,83,124.5,87.15,,180.4,207.5,541.2,,180.4,54.12,29.05,,1819.32
Cod Sales,NV,849,4090,1,Genki,,,498,,,83,,,41.5,,,180.4,,,,,802.9
Alutech United Inc,DE,848,5887,1,RyanW,,,12.45,,,20.75,,,,,,,,,,,33.2
Zenith Security,TX,859,3273,1,Genki,,,780.2,830,5229,,,,,,,,,,,,6839.2
Starlt,TX,858,239,1,Genki,,,402.55,,,,,,,,,,,,,,402.55
Solar Sam (Global Nrg Solar Ll,MO,2271,0,2,Guy,,,2916,1555.2,,,,,,,,,,,,,4471.2
Michael W Fink Electrical Inc,FL,857,8018,1,RyanW,,,249,,,,,,,,,,,,,,249
City - San Leandro,CO,856,1875,1,Genki,,,20.75,,,,,,,,,,,,,,20.75
"Palmetto Clean Technology, Inc",TX,863,237,1,Genki,,,145.25,,,,,,,,,,,,,,145.25
Encor Solar,TX,862,3584,1,Genki,,,996,,,,,,,,,,,,,,996
Charged Up Energy Dba Alexs Se,CA,861,6435,1,Genki,,,,,,,,,,,,,,,,,0
American Solar Partners,NY,2272,0,2,RyanW,,,97.2,,,,,,,,,,,,,,97.2
Quest Solar -Quest Home Improv,NJ,867,1670,1,RyanW,,,249,415,174.3,332,498,996,,,,,,,,,2664.3
New York Solar Maintenance/Cod,PA,866,5887,1,RyanW,,,70.55,149.4,128.65,87.15,,,,,,,,,,,435.75
Kc Solar,KS,865,3584,1,Guy,,,651.55,522.9,,,,,,,,,,,,,1174.45
Cod Sales,MT,864,821,1,Genki,,,74.7,49.8,,49.8,,,,,,,,,,,174.3
Sunergy Solutions,MA,880,224,1,RyanW,,,166,166,664,,,,,,,,,,,,996
South Sound Solar,WA,879,8064,1,Genki,,,249,,,,,,,,,,,,,,249
Solar Energy Services,MD,878,9106,1,RyanW,,,415,,,83,1245,,631.4,,,,,721.6,721.6,,3817.6
New York Solar Maintenance/Cod,NJ,877,5887,1,RyanW,,,49.8,,83,244.85,116.2,,,,,,,,,,493.85
Infinity Energy,CO,876,5040,1,Genki,,,20.75,,,,,,,,,,,,,,20.75
Gulf Electrical Services Llc,FL,875,8018,1,RyanW,,,,,249,83,,,149.4,,248.05,,,,,,729.45
"Fuze, Inc.",FL,874,8018,1,RyanW,,,415,,,,,,,,,,,,,,415
Florida Electric & Solar,FL,873,4560,1,RyanW,,,,,,,,103.75,,,,,,,,,103.75
Cod Sales,ME,872,4422,1,RyanW,,,249,498,,244.85,979.4,33.2,,315.7,112.75,,,315.7,,,2748.6
Channel Linx Tech Dba Shield E,CO,871,1875,1,Genki,,,66.4,12.45,,,,,,,,,,,,,78.85
Blue Sky Satellite Services,KS,870,987,1,Guy,,,41.5,,,,,,,,,,,,,,41.5
Amistad Trucking,TX,869,239,1,Genki,,,10582.5,672.3,,,,,,,,,,,,,11254.8
Ace Residential Solar Llc,MA,868,224,1,RyanW,,,498,,332,,273.9,747,,,,,,,,,1850.9
Ridgline Roofing And Solar,MO,882,3584,1,Guy,,,664,,,,,,,,,,,,,,664
Just Click Solar,CA,881,2576,1,Genki,,,16.6,,1286.5,547.8,,498,,166,,,,,,,2514.9
Lunex Power Inc,CT,885,4984,1,RyanW,,,,,,,,,,,,,,,,,0
Erickson Electric,CA,884,7605,1,Genki,,,332,207.5,,,,,,,,,,,,,539.5
Bright Planet Solar,IL,883,4950,1,Guy,,,2656,996,1992,2656,5644,1328,2107.2,7373.85,5412,2886.4,,,,,33051.45
Get Solarize,TX,887,237,1,Genki,,,1162,166,,,,,,,,,,,,,1328
Gallup Solar,NM,2273,0,2,Genki,,,,,,,,,,,,,,,,,0
Achieve Solar,FL,886,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Texas Solar Integrated,TX,893,3273,1,Genki,,,1660,,,,,,,,,,,,,,1660
Sky Country Solar,CA,892,6435,1,Genki,,,,,,,,,,,,,,,,,0
Onpoint Solar Power,TX,891,237,1,Genki,,,,,,,,,,,,,,,,,0
Mann Solar,GA,890,1132,1,RyanW,,,249,,,,,,,,,,,,,,249
E2 Solar Inc,MA,2521,0,4,RyanW,,,1245,,,,,,,,,,,,,,1245
Blossom Solar,WA,889,8064,1,Genki,,,166,,,332,,,,,,207.5,,,,,705.5
Enlight Energy,CT,895,4984,1,RyanW,,,24.9,,,,,,,,,,,,,,24.9
Emerald Energy,NC,894,6058,1,RyanW,,,249,1037.5,830,6432.5,,,,1781.45,,,,,,,10330.45
Wells Solar - Cod,TX,900,236,1,Genki,,,1099.75,539.5,,83,,,,,,,,,,,1722.25
Our World Energy,NM,899,148,1,Genki,,,664,,581,1245,498,,,,,,,,,,2988
Lumio Hx Inc.,OR,898,5971,1,Genki,,,4316,1577,2490,,,,,,,,,,,,8383
Genrenew,NJ,897,5887,1,RyanW,,,,,,,,,,,,40.59,,,,,40.59
Blue Raven Solar,KS,896,3584,1,Guy,,,581,415,,,,,,,,,,,,,996
Top Tier Solar Solutions,NC,908,6058,1,RyanW,,,311.25,83,,,,,,,,,,,,,394.25
Texas Solar Outfitters-Houston,TX,2274,0,2,Genki,,,2624.4,,,,,,,,,,,,,,2624.4
Mann Solar,KY,907,1154,1,Guy,,,1307.25,830,,,,,,,,,,,,,2137.25
Kingdom Solar,CA,906,8797,1,Genki,,,249,622.5,1494,830,830,83,83,270.6,,,,,,,4462.1
Green Solar Technologies,PA,905,8460,1,RyanW,,,996,,,,,,,,,,,,,,996
Gpe,CT,904,8460,1,RyanW,,,145.25,435.75,,,,,,,,,,,,,581
Detail Solar,SC,903,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Design 1 Group,KY,902,6058,1,Guy,,,498,332,,,,,,,,,,,,,830
Covenant Solar,NC,901,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Team Sunshine,MA,913,224,1,RyanW,,,415,913,2822,4233,2490,664,,,,,,,,,11537
Sun Energy Co,TX,912,3273,1,Genki,,,24.9,,,,,,,,,,,,,,24.9
Strawberry Solar,MI,911,960,1,Guy,,,996,,,,,,,,,,,,,,996
Independent Power Generation,WA,910,8187,1,Genki,,,249,,,,,,,,,,,,,,249
Titan Solar Power,NC,920,6058,1,RyanW,,,1079,,,,,,,,,,,,,,1079
South Texas Solar Systems,TX,919,239,1,Genki,,,332,,,,,,,,,,,,,,332
Rethink Electric Llc,IL,918,4950,1,Guy,,,5291.25,11620,830,,996,,,,,,,,,,18737.25
Region/Renewable Solar,FL,917,8018,1,RyanW,,,186.75,,,,,,,,,,,,,,186.75
Pacific Energy Network  Llc,MO,916,6435,1,Guy,,,3539.95,,,,,,,,,,,,,,3539.95
