Customer,State,Cust_ID,PC #,Dist_Code,Rep,2022_Q1,2022_Q2,2022_Q3,2022_Q4,2023_Q1,2023_Q2,2023_Q3,2023_Q4,2024_Q1,2024_Q2,2024_Q3,2024_Q4,2025_Q1,2025_Q2,2025_Q3,2025_Q4,Total
Next Energy Llc,WI,1530,4407,1,Guy,,,,,190.9,190.9,498,332,249,,,,,,,,1460.8
Jaga Networks Llc,NM,1529,148,1,Genki,,,,,20.75,,,,,,,,,,,,20.75
Infinity Solar,NM,1528,148,1,Genki,,,,,,,,,415,,2525.6,90.2,,180.4,360.8,451,4023
Burnham & Sun,CO,1527,2459,1,Genki,,,,,,,,,,,,,,,,,0
Solarugreen,TX,1534,237,1,Genki,,,,,311.25,,,,,,,,,,,,311.25
Powur Pbc,AZ,1533,6435,1,Genki,,,,,,,,,,,,,,,,,0
Helios Solar Energy Llc,MA,1532,224,1,RyanW,,,,,,166,,,,,,,,,,,166
Eleanore Electric,CA,1531,6552,1,Genki,,,,,166,166,,,,,,,,,,,332
Un-Grid,ME,1537,4422,1,RyanW,,,,,332,,,,,,,,,,,,332
Power Energy Solutions,NJ,1999,0,3,RyanW,,,,,680.4,972,1024.4,,3608,7396.4,6133.6,4870.8,2886.4,,6494.4,,34066.4
Electrotek Power Systems,PA,1536,5887,1,RyanW,,,,,12.45,,,,,,,,,,,,12.45
Charged Earth Series Llc,TX,1535,237,1,Genki,,,,,,,,,,,,,,,,,0
Solar Incite Llc,MA,1539,224,1,RyanW,,,,,332,415,,,,,,,,,,,747
Cod Sales,AR,1538,4187,1,Guy,,,,,,365.2,,713.8,,221.9,,,,,,,1300.9
Summit Solar Solutions Llc,NH,2469,0,4,RyanW,,,,,415,249,1245,,,830,,,,,,,2739
"Palmetto Clean Technology, Inc",IL,1542,6640,1,Guy,,,,,199.2,,,,,,,,,,,,199.2
Master's Home Solutions - Cod,NJ,1541,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Cedar Creek Energy,MN,1540,4664,1,Guy,,,,,83,,83,,,,90.2,180.4,,,,,436.6
Peninsula Solar,MI,1546,4664,1,Guy,,,,,830,415,2656,,,,,,,,,,3901
My Energy Monster,MA,1545,224,1,RyanW,,,,,332,249,332,332,,,,,,,,,1245
Mo's Electric & Solar,ME,1544,4422,1,RyanW,,,,,166,207.5,,,,,,,,,,,373.5
Cod - Solarface,FL,1543,8018,1,RyanW,,,,,166,747,166,249,,,,,,,,,1328
Solarwise Energy Solutions,NC,1547,6058,1,RyanW,,,,,,,,,,,,,,,,,0
Homes Dot Solar,FL,1549,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Aloha Solar,CA,1548,7133,1,Genki,,,,,415,,473.1,99.6,,,,,,,,,987.7
"Palmetto Clean Technology, Inc",VA,1554,9106,1,RyanW,,,,,249,,,,,,,,,,,,249
Homeowner/ 1 Time Sale,KS,1553,3584,1,Guy,,,,,,,,,,,,,,,,,0
Cod Sales,WI,1552,4407,1,Guy,,,,,1660,,,,,477.25,,,,,,,2137.25
Axia Solar Corp,TX,1551,237,1,Genki,,,,,,,,,,,,,,,,,0
American Hvac & Solar,CA,1550,6552,1,Genki,,,,,456.5,,,,,,,,,,,,456.5
Rooftop Power Llc,MA,1562,224,1,RyanW,,,,,1660,,,,,,,,,,,,1660
Pozitiv Energy,PA,1561,5944,1,RyanW,,,,,166,,332,,,,,,,,,,498
Evolution Power,FL,1560,5621,1,RyanW,,,,,863.2,8432.8,8300,,180.4,1343.98,2002.44,2110.68,,,,,23233.5
Cod Sales Latam,FL,1559,4560,1,RyanW,,,,,99.6,,,,,,,,,,,,99.6
Black 33 Llc  Dba Solq,NE,1558,987,1,Guy,,,,,,,,,,,,,,,,,0
Barnhardt Construction Dba Aff,FL,1557,8018,1,RyanW,,,,,415,,,,,,,,,,,,415
Artificial Grass Turf Co,AZ,1556,8756,1,Genki,,,,,747,5229,664,,,,,,,,,,6640
Wired Up Electrical Service,FL,1568,8018,1,RyanW,,,,,207.5,41.5,,,,,,,,,,,249
Solar Gain West Llc,AZ,1567,8808,1,Genki,,,,,124.5,207.5,,,,,,,,,,,332
Mpower Energy,NY,1566,4250,1,RyanW,,,,,415,1079,,,,,,,,,,,1494
Elliott Electric Supply Compan,TX,2312,0,2,Genki,,,,,680.4,,,,,,,,,,,,680.4
Complete Solar,CT,1564,4984,1,RyanW,,,,,332,,249,,,,,,,,,,581
Ace Residential Solar Llc,NH,1563,224,1,RyanW,,,,,83,,,,,,,,,,,,83
White Label Solar Llc,MA,1571,224,1,RyanW,,,,,,1307.25,249,,,,,,,,,,1556.25
Solar Service,TX,1570,236,1,Genki,,,,,,207.5,,41.5,,,180.4,,,,,,429.4
Current Renewable Efficiencies,IA,1569,987,1,Guy,,,,,,,,,,,,,,,,,0
Savkat,CT,1574,4984,1,RyanW,,,,,,498,415,664,985,811.8,721.6,,90.2,,,,4185.6
Atlantic Alternative Power,MA,1573,4984,1,RyanW,,,,,,332,83,,,,270.6,,,,,,685.6
Ace Electrical Services Inc Co,TX,1572,3273,1,Genki,,,,,,394.25,,,,,,,,,,,394.25
Tge Solar,WA,1577,8187,1,Genki,,,,,,3154,2274.2,2988,166,1447,,,,,,,10029.2
Cod - Advanced Integrated Sola,FL,1576,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Atek Distribution,MN,1575,4664,1,Guy,,,,,,6640,2656,,,,,,,,,,9296
Green Light Solar,TX,1580,3273,1,Genki,,,,,,456.5,10914.5,13487.5,10833.1,3653.1,,,,,,,39344.7
Enlight.energy,FL,1579,8018,1,RyanW,,,,,,249,1660,622.5,,,,,,,,,2531.5
Cod-Global Solar Group,TX,1578,1987,1,Genki,,,,,,601.75,498,,631.4,360.8,,360.8,288.64,,,,2741.39
[Cod] Expert Solar Pros,VA,1584,6408,1,RyanW,,,,,,332,,,,,,,,,,,332
Lonestar Solar Services Llc,TX,1583,3273,1,Genki,,,,,,,41.5,,,,,,,,,,41.5
Cornerstone Construction Team ,SC,1582,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Amazon Solar,FL,1581,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Sunrise Solar Solutions Llc,NY,2313,0,2,RyanW,,,,,,194.4,,,,,,,,,,,194.4
Metro Express Service,TX,1588,237,1,Genki,,,,,,,,,,,,,,,,,0
Icon Power Llc,NM,1587,148,1,Genki,,,,,,,,,,,,,,,,,0
"Hesolar, Llc",TX,1586,236,1,Genki,,,,,,,,,,,,,,,,,0
"Acdc Solar, Llc",FL,1585,4560,1,RyanW,,,,,,2743.15,1373.65,2008.6,,,,,,,,,6125.4
Solar Energy Partners Llc,SC,1593,1132,1,RyanW,,,,,,,,,,,,,,,,,0
Novasource,OH,1592,224,1,Guy,,,,,,166,,,,,,,,,,,166
Empire Solar Solutions,CT,1591,1670,1,RyanW,,,,,,498,,332,,,360.8,,,,,,1190.8
Cod Advanced Property Services,CA,1590,7605,1,Genki,,,,,,87.15,,,,,,,,,,,87.15
True Pwr Llc,CA,1595,7133,1,Genki,,,,,,,,,,,,,,,,,0
Nys Essential Power,NY,1594,4250,1,RyanW,,,,,,913,83,,,,,,,,,,996
"Mission Energy, Llc",VA,2000,0,3,RyanW,,,,,,1749.6,,,,,,,,,,,1749.6
Cod-Advanced Technologies Of N,NM,1597,1987,1,Genki,,,,,,406.7,423.3,498,,,,,,,,,1328
Cod-Accurate Electric,TX,1596,1987,1,Genki,,,,,,174.3,,,,,,,,,,,174.3
Streib Company,MO,1600,6640,1,Guy,,,,,,83,664,,,,,,,,,,747
Meyer And Sons Builders Inc,MA,1599,224,1,RyanW,,,,,,,,,,,,,,,,,0
Icon / Kinhome,TX,1598,237,1,Genki,,,,,,394.25,,,,,,,,,,,394.25
On Point Solar Power Llc,TX,1601,8756,1,Genki,,,,,,,,,,,,,,,,,0
Watts Up Engineering,WI,1603,4407,1,Guy,,,,,,166,,4.15,,,,,,,,,170.15
Cod Accounts,CA,1602,1024,1,Genki,,,,,,381.8,,415,135.3,550.22,387.86,1109.46,189.42,81.18,90.2,,3340.44
Jason Colgan Works,FL,1604,5888,1,RyanW,,,,,,249,,,,451,,,,,,,700
Surf Clean Energy*,NY,2463,0,4,RyanW,,,,,,83,,,,,,,,,,,83
Sunvantage Solar,CA,1606,7133,1,Genki,,,,,,415,,,,,,,,,,,415
Renewable Energy Services,RI,2001,0,3,RyanW,,,,,,583.2,,,,,,,,,,,583.2
Infinity Solar Systems*,NJ,2502,0,4,RyanW,,,,,,498,,,,,,,,,,,498
Earthlight Technologies,CT,1605,4984,1,RyanW,,,,,,747,332,830,,180.4,,,,,631.4,360.8,3081.6
Ready Solar,NC,1609,6058,1,RyanW,,,,,,24.9,,,,,,,,,,,24.9
Ny Solar Maint / Amer Solar Re,FL,1608,5621,1,RyanW,,,,,,2656,2905,7818.6,1262.8,,,,,,,,14642.4
Florida State Energy,FL,1607,5621,1,RyanW,,,,,,132.8,,,,,,,,,,,132.8
Athens Electric,OH,2002,0,3,Guy,,,,,,194.4,332,,270.6,,,,,,90.2,,887.2
Palmetto Clean Technology,MA,1612,4431,1,RyanW,,,,,,1992,2697.5,498,,,,,,,,,5187.5
Looper Energy Llc,FL,1611,8618,1,RyanW,,,,,,207.5,585.15,,,,,,,,,,792.65
Legion Solar,NV,1617,4090,1,Genki,,,,,,332,,,,,,,,,,,332
Infinity Solar/Tml,OR,1616,5971,1,Genki,,,,,,1245,2913.3,4503.2,1623.6,13439.8,90.2,,,,,,23815.1
Cod - Source Energy Llc,FL,1615,8018,1,RyanW,,,,,,,,,,,,,,,,,0
C Lane Properties,NJ,2003,0,3,RyanW,,,,,,97.2,,,,,,,,,,,97.2
Astrawatt Solar,OK,1614,5364,1,Guy,,,,,,1577,2822,224.1,,,,,,248.05,,,4871.15
Action Solar,CO,1613,2685,1,Genki,,,,,,,,,,,,,,,,,0
Sunpower Corporation,MA,1621,224,1,RyanW,,,,,,1660,,,,,,,,,,,1660
Green Home Enterprises,IL,1620,1045,1,Guy,,,,,,581,,,,,,,,,,,581
Cod-Dba Solar Kings,TX,1619,1987,1,Genki,,,,,,,,,,,,,,,,,0
Cod - On Point Solar Power Llc,FL,1618,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Coastal Solar Mv,MA,2524,0,4,RyanW,,,,,,1826,1743,1577,2241,2490,996,1494,1826,1952.2,2074.6,,18219.8
Bright Planet Solar,NJ,2528,0,4,RyanW,,,,,,415,,,,,,,,,,,415
Premier Aesthetix Installation,OK,1625,5364,1,Guy,,,,,,2490,5893,,,,,,,,,,8383
Croton Energy Group Inc,NY,2004,0,3,RyanW,,,,,,97.2,,,,,,,,,,,97.2
Cfl Electric Solutions,FL,1624,5621,1,RyanW,,,,,,332,1286.5,1760.8,,,,,,270.6,811.8,631.4,5093.1
Castor Solar,FL,1623,8018,1,RyanW,,,,,,16.6,,83,,,,,,,,,99.6
Brightway Home Service Llc,FL,1622,8018,1,RyanW,,,,,,,,,,,,,,,,,0
One World Energy,TX,1626,1987,1,Genki,,,,,,,,431.6,,,865.92,,,,,,1297.52
Sunpurity Solar,NJ,1631,5887,1,RyanW,,,,,,53.95,,,18.04,9.02,,,,,,,81.01
Powur,TX,1630,3273,1,Genki,,,,,,,,,,,,,,,,,0
Empowered Energy Systems,CO,2150,0,2,Genki,,,,,,777.6,1166.4,486,,1652.4,,972,1166.4,,,,6220.8
Cod-Mountain Star Solar Group,TX,1628,1987,1,Genki,,,,,,332,,,,,,,,,,,332
"Accurate Site Development, Llc",VA,1627,6408,1,RyanW,,,,,,166,265.6,,,,,,,,,,431.6
Solar Sam,MO,1634,3584,1,Guy,,,,,,278.05,,,,,,,,,,,278.05
Moore Energy Llc,PA,2005,0,3,RyanW,,,,,,97.2,,,,,,,,,,,97.2
Connectm Technology Services L,MA,1633,224,1,RyanW,,,,,,415,535.35,883.95,,1569.48,90.2,,,,,,3493.98
Aec Solar,CT,1632,4984,1,RyanW,,,,,,83,,,,,,,,,,,83
[Cod] Cash Sales,VA,1637,6408,1,RyanW,,,,,,249,,,,,,,,,,,249
Novasource In Care Of Sst Cons,CA,1636,5887,1,Genki,,,,,,8.3,,,,,,,,,,,8.3
Spark Solar,TX,1644,237,1,Genki,,,,,,,,,,,,,,,,,0
Sentry Roofing,NH,1643,224,1,RyanW,,,,,,186.75,,,,,,,,,,,186.75
Peak Power Usa,CA,1642,6435,1,Genki,,,,,,249,,,,,,,,,,,249
Lumio Hx Inc,NJ,1641,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Green Home Enterprises,WI,1640,4664,1,Guy,,,,,,,49.8,,,,,,,,,,49.8
Cyberdyne Construction Llc,CA,1639,7133,1,Genki,,,,,,,,,,,,,,,,,0
Cod Sales,MN,1638,4664,1,Guy,,,,,,124.5,49.8,539.5,,22.55,351.78,,,,,,1088.13
Solq Dba Black 33,IA,1648,987,1,Guy,,,,,,,,,,,,,,,,,0
"Solartyme By Aapco, Llc",VA,1647,6408,1,RyanW,,,,,,332,,,,,,,,,,,332
Lumio Hx Inc,FL,1646,8018,1,RyanW,,,,,,3403,6059,1743,1190.8,,,,,,,,12395.8
All Solar,FL,1645,5621,1,RyanW,,,,,,290.5,,,541.2,,,,,,,,831.7
"Sunny Day Solar Farms, Llc",FL,1652,5888,1,RyanW,,,,,,332,,,,,,,,,,,332
Quad State Solar,NY,2314,0,2,RyanW,,,,,,1458,,,,,,,,,,,1458
Panasun Llc,FL,1650,5621,1,RyanW,,,,,,207.5,,,,,,,,,,,207.5
Hammond,IN,1649,1045,1,Guy,,,,,,,,,,,,,,,,,0
Exact Energy Partners Dba Exac,PA,2006,0,3,RyanW,,,,,,,2988,498,,4780.6,451,2074.6,1804,,,,12596.2
Palmetto  Clean Technology,PA,1655,5887,1,RyanW,,,,,,37.35,,,,,,,,,,,37.35
Mass Power Solutions,MA,1654,4431,1,RyanW,,,,,,415,913,996,581,581,,,,,,,3486
"Guardian Solar, Llc",FL,1653,8618,1,RyanW,,,,,,,83,,,,,,,,,,83
Suntuity Solar,PA,1657,5944,1,RyanW,,,,,,49.8,83,,,,,,,,,,132.8
Kayo Llc Dba Kayo Energy,AZ,1656,8756,1,Genki,,,,,,,,,,,,,,,,,0
Skyline Solar,CT,1661,4984,1,RyanW,,,,,,747,1826,166,830,,,,,,,,3569
Powered By Green,CA,1660,8797,1,Genki,,,,,,249,,,,,,,,,,,249
Perennial Renewables,ME,1659,4422,1,RyanW,,,,,,20.75,,,,,,,,,,,20.75
Moore Energy,PA,1658,5887,1,RyanW,,,,,,12.45,,24.9,,,,,,,,,37.35
Solar Life Technology,TX,1666,237,1,Genki,,,,,,747,,,,,,,,,,,747
Solar Direct,FL,1665,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Nivo Solar,OK,1664,5364,1,Guy,,,,,,83,,,,,,,,,,,83
Harvest Energy Solutions,MI,2315,0,2,Guy,,,,,,291.6,,,,,,,,,,,291.6
Bryant Roofing & Solar,CA,1662,2576,1,Genki,,,,,,215.8,290.5,,,,,,,,,,506.3
"United Solar, Llc",WA,1673,8064,1,Genki,,,,,,913,,,,,,,,,,,913
Tsj Electrical & Comm,CA,1672,6435,1,Genki,,,,,,83,,,,,,54.12,,,,,137.12
Titan Solar Power,MD,1671,9106,1,RyanW,,,,,,,,,,,,,,,,,0
Cod-Pep Solar,AZ,1670,8756,1,Genki,,,,,,249,,,415,,,,,,,,664
"Alexa Air, Inc",FL,1669,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Acp Home Armour,FL,1668,4560,1,RyanW,,,,,,,,,,,,,,,,,0
Powur Pbc,CO,1675,1875,1,Genki,,,,,,,,,,,,,,,,,0
Novasource  C/O Sst Constructi,AZ,1674,8756,1,Genki,,,,,,99.6,,,,,,,,,,,99.6
Sunfire Solar Systems Llc,NM,1677,148,1,Genki,,,,,,,,,,,,,,,,,0
Palmetto Clean Technology,MI,1676,960,1,Guy,,,,,,83,,498,99.6,,,,,,,,680.6
Sunpower Corporation,FL,1680,5621,1,RyanW,,,,,,581,,,,180.4,,,,,,,761.4
Power Energy Solutions/Cod,NJ,1679,5887,1,RyanW,,,,,,,,,,,,,,,,,0
Novasource In Care Of Sst Cons,NJ,1678,5887,1,RyanW,,,,,,37.35,66.4,,4.51,,4.51,,,,,,112.77
Circa Energy - Sungage,MD,2007,0,3,RyanW,,,,,,583.2,,,,,,,,,,,583.2
Smart Solar Supply,IA,1684,987,1,Guy,,,,,,211.65,,,,,,,,,,,211.65
Revolution Solar,MI,1683,960,1,Guy,,,,,,3361.5,,830,,,,,,,,,4191.5
Revolution Energy Systems,IL,1682,6640,1,Guy,,,,,,7470,,,,,,,,,,,7470
Next Level Home Solutions,NJ,2008,0,3,RyanW,,,,,,97.2,,,,,,,,,,,97.2
Cod - Bluenergy Llc,FL,1681,8018,1,RyanW,,,,,,,,,,,,,,,,,0
Smart Energy - Shop Acct,TX,1689,4391,1,Genki,,,,,,361.05,1182.75,2091.6,1709.88,766.7,225.5,126.28,270.6,162.36,,,6896.72
Freedom Solar,NC,1687,1132,1,RyanW,,,,,,913,,,,,,,,,,,913
Epo Energy Llc,IA,1686,987,1,Guy,,,,,,,,,,,,,,,,,0
Cod Sales,MA,1685,4431,1,RyanW,,,,,,8.3,,,,166,,,,,,,174.3
T&K Electric Company,AZ,1692,8756,1,Genki,,,,,,,,,,,,,,,,,0
Erus Energy,AZ,1691,8756,1,Genki,,,,,,1855.05,439.9,83,,,,,,,,,2377.95
Equisolar,TX,1690,237,1,Genki,,,,,,240.7,,,,,,,,,,,240.7
Mack Solar,NJ,1694,5887,1,RyanW,,,,,,4.15,,91.3,38.43,76.67,58.63,,,27.06,76.67,76.67,449.58
Flex Energy,CA,1693,311,1,Genki,,,,,,311.25,,,,,,,,,,,311.25
"Paradise Power Company, Inc",NM,1698,148,1,Genki,,,,,,,,,,,,,,,,,0
Nopaces Llc,NM,1697,148,1,Genki,,,,,,,,,,,,,,,,,0
Cod-Advanced Technologies Of N,TX,1696,1987,1,Genki,,,,,,83,240.7,415,,,,,,,,,738.7
Austin Building Services,CA,1695,7605,1,Genki,,,,,,348.6,,,,,,,,,,,348.6
Small Town Solar (Okc),OK,1702,5364,1,Guy,,,,,,141.1,,,,,,,,,,,141.1
Rectify Solar,MI,1701,960,1,Guy,,,,,,249,,,,,,,,,,,249
Posigen Solar Support,MA,1700,224,1,RyanW,,,,,,,,,,,,,,,,,0
Flow State Solar,CO,1699,1875,1,Genki,,,,,,4.15,,,,,,,,,9.02,,13.17
Solar Tek Energy Of Austin,TX,1705,236,1,Genki,,,,,,415,415,83,1255.6,270.6,721.6,1262.8,,721.6,180.4,,5325.6
Smart Roof Solar Llc,VA,2009,0,3,RyanW,,,,,,777.6,,,,,,,,,,,777.6
Prime Energy,CT,1704,4984,1,RyanW,,,,,,751.15,83,,,,,,,,,,834.15
Elite Energy Llc D.b.a Ascend,TX,1703,3273,1,Genki,,,,,,103.75,315.4,,,135.3,,,,,,,554.45
Suntuity,MA,1707,5887,1,RyanW,,,,,,4.15,,,,,,,,,,,4.15
Revolution Energy Systems,MO,1706,6640,1,Guy,,,,,,830,,,,,,,,,,,830
Arcadia Solar,AZ,1708,8756,1,Genki,,,,,,,,,,,,,,,,,0
Paic Solar - Cod,TX,1710,239,1,Genki,,,,,,415,1079,,,,,,,,,,1494
Freedom Solar,VA,1709,1132,1,RyanW,,,,,,332,,,,,,,,,,,332
Xolar Renewable Energy,IL,2131,0,2,Guy,,,,,,,,97.2,,194.4,97.2,,,,,,388.8
The Solar Exchange,AZ,1714,8756,1,Genki,,,,,,332,,2496.8,360.8,360.8,721.6,1082.4,,,,360.8,5715.2
Encor Solar Llc,CO,1713,1127,1,Genki,,,,,,8.3,,,,,,,,,,,8.3
E2 Solar Inc,MA,1712,4431,1,RyanW,,,,,,249,,,,415,180.4,135.3,,,,,979.7
Cod Sales,AZ,1711,8808,1,Genki,,,,,,,124.5,,4.15,,,,,,,,128.65
Solar C171 Cod Sales Taxable*3,MA,2476,0,4,RyanW,,,,,,,,,,,,,,83,,,83
Rectify Solar Llc,MI,1719,3293,1,Guy,,,,,,83,,,,,,,,,,,83
Lumio Hx Inc,ID,1718,756,1,Genki,,,,,,194.4,,,,,,,,,,,194.4
Eclipse Solar Logistics Epc,TX,1717,237,1,Genki,,,,,,,,,,,,,,,,,0
Cod-Infinity Solar,AZ,1716,8756,1,Genki,,,,,,415,747,830,360.8,,,,,,,,2352.8
Top Tier Solar Solutions,VA,1725,1132,1,RyanW,,,,,,207.5,,,,,,,,,,,207.5
Sangamon,IN,1724,1045,1,Guy,,,,,,,,,,,,,,,,,0
Palmetto Clean Technology,PA,1723,5944,1,RyanW,,,,,,415,41.5,12.45,1478,571.69,2530.11,721.6,2886.4,-721.6,,,7935.15
Nyreer,NY,1722,120,1,RyanW,,,,,,788.5,,,,,,,,,,,788.5
Helio,IL,1721,6640,1,Guy,,,,,,,,,,,,,,,,,0
Ab Solar And Roofing,TX,1720,237,1,Genki,,,,,,1826,,,,,,,,,,,1826
Suntria,TX,1729,239,1,Genki,,,,,,630.8,249,,,,,,,,,,879.8
Revision Energy Llc,NH,1728,4422,1,RyanW,,,,,,415,,,,,,,,,,,415
Impact Energy Llc,NJ,1727,5887,1,RyanW,,,,,,4.15,,,,,,,,,,,4.15
**Cod** Faraday Electric,CO,1726,1875,1,Genki,,,,,,,,27.06,,,,,,,,,27.06
Sunnova Energy Corporation,MA,1733,4431,1,RyanW,,,,,,830,597.6,1162,830,415,,,,,,,3834.6
Redemption Solar And Roofing,KY,1732,1154,1,Guy,,,,,,16.6,,,,,,,,,,,16.6
Custom Energy Service,UT,1731,6692,1,Genki,,,,,,332,,498,,,,,,,,,830
Artificial Grass Turf Co,CA,1730,8756,1,Genki,,,,,,166,,,,,,,,,,,166
Tlp Electric Integrations,CA,1735,6435,1,Genki,,,,,,323.7,66.4,,,,,,,,,,390.1
Kaw Valley,KS,1734,3584,1,Guy,,,,,,498,207.5,,,,,,,,,,705.5
Stewart Electric Llc.,CA,1741,4090,1,Genki,,,,,,,,,,,,,,,,,0
Smartroof Inc,VA,1740,9106,1,RyanW,,,,,,539.5,,,,,,,,,,,539.5
Nrg Clean Power,CA,1739,5040,1,Genki,,,,,,705.5,2548.1,2589.6,1138.42,523.16,,,,,902,,8406.78
Next Phase Electric,CA,1738,311,1,Genki,,,,,,66.4,,,,,,,,,,,66.4
J4 Energy Solutions,NH,2499,0,4,RyanW,,,,,,1079,747,249,,,,,,,,,2075
Freedom Solar Power,NC,1737,1132,1,RyanW,,,,,,415,2216.1,1162,1970.25,,2370.6,-902,,,,,7231.95
Am Shine Electric,CA,1736,1024,1,Genki,,,,,,332,265.6,863.2,90.2,,405.9,,108.24,,,,2065.14
Britestreet Energy Depot,CO,1743,1875,1,Genki,,,,,,12.45,8.3,,,,,,,,,,20.75
"Baker Home Energy, Nb Baker Az",AZ,1742,8756,1,Genki,,,,,,307.1,66.4,,,,,,,,,,373.5
Vision Solar/Cod,NJ,1749,5887,1,RyanW,,,,,,4.15,,,,,,,,,,,4.15
Syngulf Energy Llc,TX,1748,237,1,Genki,,,,,,332,7308.15,14894.05,451,,,,,,,,22985.2
Sync Renewables,CT,1747,4984,1,RyanW,,,,,,83,,,,,,,,,,,83
Prevost Installations,TX,1746,237,1,Genki,,,,,,896.4,3407.15,522.9,,,,,,,,,4826.45
Freedom Solar Power,TX,1745,236,1,Genki,,,,,,1162,10375,19177.15,13894.75,25972.5,11841.84,15379.1,5547.3,7125.8,14973.2,4870.8,130319.44
Freedom Solar Power,CO,1744,1127,1,Genki,,,,,,149.4,1419.3,2269.97,1132.01,1100.44,252.56,36.08,,,,,6359.76
Cod - Vantage Point Solar,TX,1750,4391,1,Genki,,,,,,166,,,,,,,,,,,166
Solar Solution Az Llc **+,AZ,1756,8808,1,Genki,,,,,,166,,,,,,,,,,,166
Psg Lmtd Inc. D/B/A Psg Energy,NJ,2316,0,2,RyanW,,,,,,777.6,874.8,,,,,,,,,,1652.4
Palmetto Clean Technology,OH,1754,1154,1,Guy,,,,,,249,124.5,166,559.24,90.2,,81.18,,,,,1270.12
Freedom Solar Power,VA,1753,1132,1,RyanW,,,,,,1328,664,664,,,,,,,,,2656
Buffalo Solar Solutions Inc,PA,1752,6462,1,RyanW,,,,,,41.5,,,,,,,,,,,41.5
1 Solar,AZ,1751,8756,1,Genki,,,,,,166,1079,,,,,,,,,,1245
Wired Goat Llc,WA,1762,8187,1,Genki,,,,,,581,,,,306.68,,,,,622.38,81.18,1591.24
Vision Solar,NJ,2010,0,3,RyanW,,,,,,777.6,1555.2,,,,,,,,,,2332.8
Suntuity,KS,1760,5887,1,Guy,,,,,,581,,,,,,,,,,,581
Smart Solar Cod,CA,1759,7133,1,Genki,,,,,,664,,,,,,,,,,,664
Florida Eco Electric,FL,1758,5621,1,RyanW,,,,,,,,,,,,,,,,,0
American Power,TX,1757,236,1,Genki,,,,,,,,,,,,4.51,,,,,4.51
Psg Lmtd Inc,NJ,1765,5887,1,RyanW,,,,,,24.9,,,,,,,,,,,24.9
Integrated Home Energy,PA,2317,0,2,RyanW,,,,,,777.6,972,,,,,,,,,,1749.6
Avvio Solar Cod,OK,1763,5364,1,Guy,,,,,,3320,498,166,41.5,,,,,,,,4025.5
Sunpower Corporation,NJ,1767,4984,1,RyanW,,,,,,,,1577,2136,,,,,,,,3713
Solar Works Energy,CO,1766,1875,1,Genki,,,,,,,4.15,,,,,,,,,,4.15
Palmetto Clean Technology,FL,1773,5621,1,RyanW,,,,,,332,282.2,581,1443.2,2119.7,1713.8,451,,,,,6922.9
Nationwide Solar Installer Ser,FL,1772,4560,1,RyanW,,,,,,,166,180.4,180.4,,,,,,,,526.8
Meraki,TX,1771,1987,1,Genki,,,,,,664,83,,99.22,,,,,,,,846.22
"Energy Select, Llc",MD,2011,0,3,RyanW,,,,,,2041.2,,,,,,,,,,,2041.2
Eldridge Roofing & Repair,TX,1770,3273,1,Genki,,,,,,41.5,,,,,,,,,,,41.5
Ams Solar Power,CA,1769,6435,1,Genki,,,,,,,,,,,,,,,,,0
Ambia Energy Llc,FL,1768,5621,1,RyanW,,,,,,83,,,,,,,,,,,83
Sun Rite,MA,1776,224,1,RyanW,,,,,,332,1660,1328,,,90.2,83,,,,,3493.2
Fusion Power,AZ,1775,8756,1,Genki,,,,,,,,,,,,,,,,,0
Bob Heinmiller Air Conditionin,FL,1774,5621,1,RyanW,,,,,,,,,,,,,,,,,0
Valley Solar Solutions,CA,1780,2576,1,Genki,,,,,,332,,,,,,,,,,,332
Solar Grids,IL,1779,987,1,Guy,,,,,,,,,,,,,,,,,0
Bright Power Inc (Dba Bpi),CA,1778,5040,1,Genki,,,,,,,,,,,,,,,,,0
1st Light Energy,CA,1777,8797,1,Genki,,,,,,83,,,,,,,,,,,83
Sustainable Revolution - Sunbl,AZ,1787,8808,1,Genki,,,,,,249,498,664,,436.6,,,,,,,1847.6
Sbs Solar Inc,MT,1786,4639,1,Genki,,,,,,,10624,,10624,2656,,,,,9020,,32924
On Point Solar Power,AZ,1785,8756,1,Genki,,,,,,,,,,,,,,,,,0
Kin Home,FL,1784,5888,1,RyanW,,,,,,166,,,,,,,,,4.51,,170.51
Cod-Sunflower Solar,TX,1783,1987,1,Genki,,,,,,207.5,99.6,,,,,72.16,,,,,379.26
Cod Non Contr,CA,1782,6552,1,Genki,,,,,,,,,,,,,,,,,0
Ce Team Inc,NJ,2013,0,3,RyanW,,,,,,388.8,830,332,1082.4,1353,360.8,902,451,721.6,631.4,,7053
"Ailey Solar Electric, Inc.",IL,2318,0,2,Guy,,,,,,97.2,194.4,,,,,,,,,,291.6
